target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	62.2445	612	221.096
TMUE_0000000002.1	2023	1825.79	449.368	5.53455
TMUE_0000000002.2	1654	1456.79	18.5957	0.287042
TMUE_0000000002.3	1719	1521.79	3915.56	57.8589
TMUE_0000000002.4	1866	1668.79	1028.48	13.8588
TMUE_0000000003.1	426	239.529	6.24094	0.585896
TMUE_0000000004.1	882	684.926	7.5827	0.248949
TMUE_0000000005.1	1455	1257.79	7.97322	0.142546
TMUE_0000000006.1	822	624.926	1567.95	56.4202
TMUE_0000000007.1	1834	1636.79	2093.37	28.7597
TMUE_0000000008.1	216	67.7248	64	21.2501
TMUE_0000000009.1	1847	1649.79	1600	21.8083
TMUE_0000000010.1	309	137.869	3	0.48931
TMUE_0000000011.1	399	215.497	2.87878	0.300398
TMUE_0000000012.1	2788	2590.79	363.753	3.15722
TMUE_0000000013.1	1947	1749.79	1426.91	18.3376
TMUE_0000000014.1	981	783.787	216	6.19706
TMUE_0000000015.1	837	639.926	50	1.75699
TMUE_0000000016.1	5766	5568.79	526.849	2.12743
TMUE_0000000017.1	411	225.948	21.2098	2.11085
TMUE_0000000018.1	1920	1722.79	1055	13.7705
TMUE_0000000019.1	1539	1341.79	7179	120.312
TMUE_0000000020.1	906	708.787	3.14002	0.0996199
TMUE_0000000021.1	1191	993.787	46248.2	1046.48
TMUE_0000000022.1	936	738.787	312	9.49653
TMUE_0000000023.1	1302	1104.79	42.2727	0.860422
TMUE_0000000024.1	750	552.926	245.667	9.99101
TMUE_0000000025.1	624	428.089	283	14.8656
TMUE_0000000026.1	2103	1905.79	48	0.566365
TMUE_0000000027.1	261	100.371	116	25.9884
TMUE_0000000028.1	510	317.54	14.4364	1.02233
TMUE_0000000029.1	2511	2313.79	507.5	4.93222
TMUE_0000000030.1	1065	867.787	285.167	7.38951
TMUE_0000000031.1	3423	3225.79	2703.5	18.8461
TMUE_0000000032.1	1092	894.787	253.5	6.37071
TMUE_0000000033.1	2067	1869.79	0.5	0.00601323
TMUE_0000000034.1	2802	2604.79	18	0.155392
TMUE_0000000035.1	363	183.549	10.5	1.28637
TMUE_0000000036.1	4548	4350.79	3612	18.6685
TMUE_0000000037.1	474	284.117	2755	218.049
TMUE_0000000038.1	3360	3162.79	10338.4	73.5042
TMUE_0000000039.1	3426	3228.79	0	0
TMUE_0000000040.1	5470	5272.79	233.227	0.994647
TMUE_0000000041.1	579	384.268	1817.81	106.376
TMUE_0000000042.1	957	759.787	1408.5	41.6864
TMUE_0000000043.1	1824	1626.79	262.552	3.62923
TMUE_0000000044.1	1773	1575.79	291.333	4.15741
TMUE_0000000045.1	240	83.9545	152.903	40.9546
TMUE_0000000046.1	499	307.303	32347.2	2367
TMUE_0000000047.1	876	678.926	12.2813	0.406773
TMUE_0000000048.1	3558	3360.79	1335.25	8.93412
TMUE_0000000049.1	753	555.926	4.52134	0.182886
TMUE_0000000050.1	2397	2199.79	15792.4	161.435
TMUE_0000000051.1	2940	2742.79	1057.23	8.66778
TMUE_0000000052.1	1839	1641.79	1754.5	24.0307
TMUE_0000000053.1	759	561.926	114.5	4.58201
TMUE_0000000054.1	636	439.738	9.5	0.485802
TMUE_0000000055.1	2781	2583.79	6	0.0522185
TMUE_0000000056.1	7494	7296.79	2.71253e-05	8.35935e-08
TMUE_0000000057.1	2472	2274.79	333.353	3.29529
TMUE_0000000058.1	963	765.787	0	0
TMUE_0000000059.1	3198	3000.79	0	0
TMUE_0000000060.1	1815	1617.79	1995.9	27.7426
TMUE_0000000061.1	1257	1059.79	731	15.5106
TMUE_0000000062.1	1719	1521.79	2780.5	41.0865
TMUE_0000000063.1	264	102.689	0	0
TMUE_0000000064.1	1029	831.787	13.5	0.364965
TMUE_0000000065.1	3252	3054.79	1624.82	11.9606
TMUE_0000000066.1	291	123.427	8.93584	1.628
TMUE_0000000067.1	3102	2904.79	2761.88	21.3806
TMUE_0000000068.1	345	167.75	6006.5	805.171
TMUE_0000000069.1	2762	2564.79	64.8336	0.568432
TMUE_0000000070.1	2424	2226.79	157.595	1.59145
TMUE_0000000071.1	534	340.445	18	1.18893
TMUE_0000000072.1	591	395.952	933.41	53.0102
TMUE_0000000073.1	3220	3022.79	8443.54	62.8126
TMUE_0000000073.2	2885	2687.79	327.618	2.74096
TMUE_0000000074.1	531	337.548	5.29002	0.352412
TMUE_0000000075.1	9423	9225.79	7818.17	19.056
