target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	94.8937	66.5	97.1896
TMUE_0000000002.1	2023	1864.87	0	0
TMUE_0000000002.2	1654	1495.87	4.0084	0.371632
TMUE_0000000002.3	1719	1560.87	19.0377	1.69154
TMUE_0000000002.4	1866	1707.87	0	0
TMUE_0000000003.1	426	276.045	0	0
TMUE_0000000004.1	882	723.925	2.0125	0.385548
TMUE_0000000005.1	1455	1296.87	58.3298	6.23778
TMUE_0000000006.1	822	663.994	372.348	77.7716
TMUE_0000000007.1	1834	1675.87	106.32	8.79855
TMUE_0000000008.1	216	101.269	0	0
TMUE_0000000009.1	1847	1688.87	8	0.656946
TMUE_0000000010.1	309	172.626	0	0
TMUE_0000000011.1	399	251.154	0	0
TMUE_0000000012.1	2788	2629.87	11.8916	0.627107
TMUE_0000000013.1	1947	1788.87	70.6587	5.47801
TMUE_0000000014.1	981	822.868	16.8	2.83149
TMUE_0000000015.1	837	678.977	0	0
TMUE_0000000016.1	5766	5607.87	26.4711	0.65465
TMUE_0000000017.1	411	262.164	0.5	0.264504
TMUE_0000000018.1	1920	1761.87	83	6.53341
TMUE_0000000019.1	1539	1380.87	110.5	11.098
TMUE_0000000020.1	906	747.906	0	0
TMUE_0000000021.1	1191	1032.87	48.8278	6.55629
TMUE_0000000022.1	936	777.868	1	0.178291
TMUE_0000000023.1	1302	1143.87	5	0.606219
TMUE_0000000024.1	750	592.137	70.6667	16.5511
TMUE_0000000025.1	624	466.805	89	26.4417
TMUE_0000000026.1	2103	1944.87	146.5	10.4468
TMUE_0000000027.1	261	134.519	3	3.09295
TMUE_0000000028.1	510	355.376	2	0.780508
TMUE_0000000029.1	2511	2352.87	108.5	6.3954
TMUE_0000000030.1	1065	906.868	120	18.3515
TMUE_0000000031.1	3423	3264.87	65.5	2.78235
TMUE_0000000032.1	1092	933.868	0	0
TMUE_0000000033.1	2067	1908.87	0	0
TMUE_0000000034.1	2802	2643.87	0	0
TMUE_0000000035.1	363	218.907	1	0.633544
TMUE_0000000036.1	4548	4389.87	32.5	1.02676
TMUE_0000000037.1	474	321.064	121.5	52.4831
TMUE_0000000038.1	3360	3201.87	112.827	4.88704
TMUE_0000000039.1	3426	3267.87	0	0
TMUE_0000000040.1	5470	5311.87	0	0
TMUE_0000000041.1	579	422.527	104.301	34.2348
TMUE_0000000042.1	957	798.868	51	8.85382
TMUE_0000000043.1	1824	1665.87	65.9594	5.49125
TMUE_0000000044.1	1773	1614.87	3.33333	0.286271
TMUE_0000000045.1	240	118.722	0	0
TMUE_0000000046.1	499	344.851	13.4534	5.41047
TMUE_0000000047.1	876	717.925	0	0
TMUE_0000000048.1	3558	3399.87	9.71934	0.39647
TMUE_0000000049.1	753	595.137	1.19499	0.278472
TMUE_0000000050.1	2397	2238.87	228	14.1235
TMUE_0000000051.1	2940	2781.87	52.7977	2.63217
TMUE_0000000052.1	1839	1680.87	90	7.42582
TMUE_0000000053.1	759	601.137	8	1.84566
TMUE_0000000054.1	636	478.64	0	0
TMUE_0000000055.1	2781	2622.87	2	0.105752
TMUE_0000000056.1	7494	7335.87	3.36676e-05	6.36497e-07
TMUE_0000000057.1	2472	2313.87	17.5706	1.05313
TMUE_0000000058.1	963	804.868	0	0
TMUE_0000000059.1	3198	3039.87	0	0
TMUE_0000000060.1	1815	1656.87	20.5582	1.72081
TMUE_0000000061.1	1257	1098.87	83	10.4753
TMUE_0000000062.1	1719	1560.87	164	14.5718
TMUE_0000000063.1	264	136.823	0	0
TMUE_0000000064.1	1029	870.868	0	0
TMUE_0000000065.1	3252	3093.87	163.385	7.32394
TMUE_0000000066.1	291	157.942	0	0
TMUE_0000000067.1	3102	2943.87	132	6.21858
TMUE_0000000068.1	345	203.329	4678	3190.78
TMUE_0000000069.1	2762	2603.87	9.03609	0.481279
