target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	61.5014	792	211.54
TMUE_0000000002.1	2023	1824.83	512.498	4.61342
TMUE_0000000002.2	1654	1455.83	36.6249	0.413255
TMUE_0000000002.3	1719	1520.83	8282.26	89.4585
TMUE_0000000002.4	1866	1667.83	1360.4	13.3989
TMUE_0000000003.1	426	236.051	0	0
TMUE_0000000004.1	882	683.829	27.9769	0.672057
TMUE_0000000005.1	1455	1256.83	29.0476	0.379653
TMUE_0000000006.1	822	623.829	2437.52	64.1854
TMUE_0000000007.1	1834	1635.83	3227.9	32.4142
TMUE_0000000008.1	216	67.0605	104.5	25.5978
TMUE_0000000009.1	1847	1648.83	2062	20.5431
TMUE_0000000010.1	309	134.877	8	0.974329
TMUE_0000000011.1	399	211.741	6.31135	0.489633
TMUE_0000000012.1	2788	2589.83	366.977	2.32767
TMUE_0000000013.1	1947	1748.83	2207.06	20.731
TMUE_0000000014.1	981	782.829	376.239	7.89496
TMUE_0000000015.1	837	638.829	21.4902	0.552599
TMUE_0000000016.1	5766	5567.83	936.107	2.7618
TMUE_0000000017.1	411	222.518	31	2.28849
TMUE_0000000018.1	1920	1721.83	1643	15.6747
TMUE_0000000019.1	1539	1340.83	10014	122.684
TMUE_0000000020.1	906	707.829	0	0
TMUE_0000000021.1	1191	992.829	53437.1	884.141
TMUE_0000000022.1	936	737.829	364	8.10399
TMUE_0000000023.1	1302	1103.83	410.417	6.10769
TMUE_0000000024.1	750	552.163	556	16.5409
TMUE_0000000025.1	624	427.908	610	23.417
TMUE_0000000026.1	2103	1904.83	189.5	1.6342
TMUE_0000000027.1	261	98.2939	190	31.7527
TMUE_0000000028.1	510	314.764	15.7511	0.822015
TMUE_0000000029.1	2511	2312.83	928.5	6.59464
TMUE_0000000030.1	1065	866.829	405.544	7.68525
TMUE_0000000031.1	3423	3224.83	3493	17.7928
TMUE_0000000032.1	1092	893.829	296.5	5.44908
TMUE_0000000033.1	2067	1868.83	189	1.66129
TMUE_0000000034.1	2802	2603.83	144.5	0.911609
TMUE_0000000035.1	363	179.937	7.5	0.684688
TMUE_0000000036.1	4548	4349.83	5131	19.3768
TMUE_0000000037.1	474	280.995	3278	191.63
TMUE_0000000038.1	3360	3161.83	13283.5	69.0124
TMUE_0000000039.1	3426	3227.83	0	0
TMUE_0000000040.1	5470	5271.83	235.641	0.734247
TMUE_0000000041.1	579	383.029	3236.99	138.823
TMUE_0000000042.1	957	758.829	1951.5	42.2452
TMUE_0000000043.1	1824	1625.83	530.777	5.36279
TMUE_0000000044.1	1773	1574.83	379.333	3.95677
TMUE_0000000045.1	240	83.5225	187.377	36.8524
TMUE_0000000046.1	499	305.051	34629.9	1864.8
TMUE_0000000047.1	876	677.829	11.4372	0.277175
TMUE_0000000048.1	3558	3359.83	2123.77	10.3835
TMUE_0000000049.1	753	555.052	16.8919	0.499916
TMUE_0000000050.1	2397	2198.83	24682.6	184.396
TMUE_0000000051.1	2940	2741.83	1653.15	9.90435
TMUE_0000000052.1	1839	1640.83	2408.5	24.1122
TMUE_0000000053.1	759	560.829	125	3.66128
TMUE_0000000054.1	636	439.559	14.0622	0.525518
TMUE_0000000055.1	2781	2582.83	91	0.57876
TMUE_0000000056.1	7494	7295.83	1.68495e-06	3.79373e-09
TMUE_0000000057.1	2472	2273.83	460.443	3.32637
TMUE_0000000058.1	963	764.829	0	0
TMUE_0000000059.1	3198	2999.83	0	0
TMUE_0000000060.1	1815	1616.83	2796.48	28.4119
TMUE_0000000061.1	1257	1058.83	1002	15.5452
TMUE_0000000062.1	1719	1520.83	3791	40.9474
TMUE_0000000063.1	264	100.617	2	0.326522
TMUE_0000000064.1	1029	830.829	40	0.790863
TMUE_0000000065.1	3252	3053.83	2584.15	13.9003
TMUE_0000000066.1	291	120.531	10.4024	1.41771
TMUE_0000000067.1	3102	2903.83	3090.55	17.483
TMUE_0000000068.1	345	164.278	9276.5	927.592
TMUE_0000000069.1	2762	2563.83	131.3	0.84126
TMUE_0000000070.1	2424	2225.83	166.13	1.22605
TMUE_0000000071.1	534	338.437	2054.93	99.7406
TMUE_0000000072.1	591	394.951	1539.74	64.0408
TMUE_0000000073.1	3220	3021.83	11905.9	64.7213
TMUE_0000000073.2	2885	2686.83	724.861	4.43167
TMUE_0000000074.1	531	335.437	0	0
TMUE_0000000075.1	9423	9224.83	10655.8	18.9749
TMUE_0000000076.1	1065	866.829	107.609	2.03923
TMUE_0000000077.1	3715	3516.83	1512.32	7.06394
TMUE_0000000078.1	2661	2462.83	3995.99	26.6528
TMUE_0000000079.1	6057	5858.83	262.16	0.735035
TMUE_0000000079.2	3097	2898.83	388.938	2.204
TMUE_0000000079.3	6874	6675.83	664.047	1.63398
TMUE_0000000079.4	2542	2343.83	11470.1	80.3886
TMUE_0000000079.5	2576	2377.83	2339.22	16.1601
TMUE_0000000079.6	2341	2142.83	156.072	1.19644
TMUE_0000000080.1	246	87.3707	5.50965	1.03588
TMUE_0000000081.1	1865	1666.83	2290.95	22.5776
TMUE_0000000081.2	1598	1399.83	1718.76	20.1694
TMUE_0000000082.1	750	552.163	66.1837	1.96896
TMUE_0000000083.1	414	225.38	6.18625	0.450885
TMUE_0000000084.1	411	222.518	78.5	5.79505
TMUE_0000000085.1	510	314.764	0	0
TMUE_0000000086.1	240	83.5225	0	0
TMUE_0000000087.1	642	445.204	0	0
TMUE_0000000088.1	1170	971.829	3	0.0507089
TMUE_0000000089.1	1233	1034.83	50.5	0.801634
TMUE_0000000090.1	1257	1058.83	4.2017	0.0651857
TMUE_0000000091.1	1287	1088.83	168	2.53456
TMUE_0000000092.1	1698	1499.83	103.139	1.12963
TMUE_0000000093.1	1383	1184.83	18.9334	0.262498
TMUE_0000000094.1	1977	1778.83	1950.5	18.0121
TMUE_0000000095.1	906	707.829	1329	30.8425
TMUE_0000000096.1	960	761.829	9.71016e-05	2.09374e-06
TMUE_0000000097.1	1749	1550.83	522.742	5.53702
TMUE_0000000098.1	1293	1094.83	2660.5	39.9181
TMUE_0000000099.1	426	236.051	60.5	4.21019
TMUE_0000000100.1	1107	908.829	569.5	10.2935
TMUE_0000000101.1	363	179.937	1751	159.852
TMUE_0000000102.1	231	76.7599	41	8.7741
TMUE_0000000103.1	405	216.744	138.5	10.4968
TMUE_0000000104.1	489	295.48	3493.5	194.217
TMUE_0000000105.1	954	755.829	593.5	12.8988
TMUE_0000000106.1	1242	1043.83	1243.5	19.569
TMUE_0000000107.1	3315	3116.83	2227	11.7371
TMUE_0000000108.1	567	371.291	108.5	4.8003
TMUE_0000000109.1	1113	914.829	21.5	0.386057
TMUE_0000000110.1	1386	1187.83	71.5	0.988793
TMUE_0000000111.1	1131	932.829	45.052	0.79335
TMUE_0000000112.1	516	320.603	87.3817	4.4772
TMUE_0000000113.1	1218	1019.83	44	0.708726
TMUE_0000000114.1	870	671.829	2051.59	50.1632
TMUE_0000000115.1	996	797.829	48.5376	0.999358
TMUE_0000000116.1	477	283.681	40.5	2.34519
TMUE_0000000117.1	4590	4391.83	3590.12	13.4281
TMUE_0000000118.1	1917	1718.83	21859.5	208.911
TMUE_0000000119.1	1362	1163.83	4439.5	62.6611
TMUE_0000000120.1	240	83.5225	128	25.1744
TMUE_0000000121.1	837	638.829	2520.5	64.812
TMUE_0000000122.1	246	87.3707	22	4.13628
TMUE_0000000123.1	1635	1436.83	1353	15.4684
TMUE_0000000124.1	1386	1187.83	1941	26.8426
TMUE_0000000125.1	513	317.764	1965.5	101.607
TMUE_0000000126.1	1677	1478.83	58.0751	0.645097
TMUE_0000000127.1	1161	962.829	345.828	5.90016
TMUE_0000000128.1	933	734.829	755.5	16.8889
TMUE_0000000129.1	915	716.829	32.4968	0.744694
TMUE_0000000130.1	1429	1230.83	5090.85	67.9432
TMUE_0000000131.1	1160	961.829	2558.39	43.6941
TMUE_0000000132.1	2241	2042.83	3189.85	25.6502
TMUE_0000000133.1	1758	1559.83	6284.56	66.1837
TMUE_0000000134.1	2778	2579.83	5157.89	32.8424
TMUE_0000000135.1	656	459.204	1990	71.1869
TMUE_0000000136.1	369	185.3	2.5	0.221625
TMUE_0000000137.1	618	421.908	116.826	4.54855
TMUE_0000000138.1	1947	1748.83	3441.5	32.3261
TMUE_0000000139.1	273	107.186	22	3.37161
TMUE_0000000140.1	1839	1640.83	3961	39.6547
TMUE_0000000141.1	1128	929.829	857	15.1402
TMUE_0000000142.1	2379	2180.83	1582.7	11.9215
TMUE_0000000143.1	966	767.829	8.70879	0.186314
