target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	86.6224	6.5	73.738
TMUE_0000000002.1	2023	1851.71	5.18711	2.75271
TMUE_0000000002.2	1654	1482.71	0	0
TMUE_0000000002.3	1719	1547.71	0	0
TMUE_0000000002.4	1866	1694.71	0	0
TMUE_0000000003.1	426	264.268	0	0
TMUE_0000000004.1	882	710.711	0	0
TMUE_0000000005.1	1455	1283.71	0	0
TMUE_0000000006.1	822	650.751	3.26129	4.92474
TMUE_0000000007.1	1834	1662.71	8.83934	5.2241
TMUE_0000000008.1	216	92.7314	0	0
TMUE_0000000009.1	1847	1675.71	4.05251	2.37647
TMUE_0000000010.1	309	161.788	0	0
TMUE_0000000011.1	399	239.344	0	0
TMUE_0000000012.1	2788	2616.71	0	0
TMUE_0000000013.1	1947	1775.71	7.71468	4.26927
TMUE_0000000014.1	981	809.711	0	0
TMUE_0000000015.1	837	665.751	0	0
TMUE_0000000016.1	5766	5594.71	4.62728	0.812748
TMUE_0000000017.1	411	250.366	0	0
TMUE_0000000018.1	1920	1748.71	3	1.68582
TMUE_0000000019.1	1539	1367.71	8.5	6.10707
TMUE_0000000020.1	906	734.711	0	0
TMUE_0000000021.1	1191	1019.71	0	0
TMUE_0000000022.1	936	764.711	0.5	0.642511
TMUE_0000000023.1	1302	1130.71	8.5	7.38712
TMUE_0000000024.1	750	579.035	0.333333	0.565694
TMUE_0000000025.1	624	454.162	3	6.4911
TMUE_0000000026.1	2103	1931.71	0.5	0.254352
TMUE_0000000027.1	261	124.838	1	7.87156
TMUE_0000000028.1	510	343.528	0	0
TMUE_0000000029.1	2511	2339.71	4.5	1.88999
TMUE_0000000030.1	1065	893.711	3	3.29862
TMUE_0000000031.1	3423	3251.71	6	1.81321
TMUE_0000000032.1	1092	920.711	0	0
TMUE_0000000033.1	2067	1895.71	0	0
TMUE_0000000034.1	2802	2630.71	0	0
TMUE_0000000035.1	363	207.121	0	0
TMUE_0000000036.1	4548	4376.71	9	2.0207
TMUE_0000000037.1	474	309.475	1	3.17529
TMUE_0000000038.1	3360	3188.71	6.61349	2.03809
TMUE_0000000039.1	3426	3254.71	0	0
TMUE_0000000040.1	5470	5298.71	0	0
TMUE_0000000041.1	579	410.01	85.0925	203.941
TMUE_0000000042.1	957	785.711	108	135.073
TMUE_0000000043.1	1824	1652.71	0	0
TMUE_0000000044.1	1773	1601.71	0	0
TMUE_0000000045.1	240	109.262	7	62.9562
TMUE_0000000046.1	499	333.08	3.88904	11.4737
TMUE_0000000047.1	876	704.711	0	0
TMUE_0000000048.1	3558	3386.71	0	0
TMUE_0000000049.1	753	582.035	0	0
TMUE_0000000050.1	2397	2225.71	28	12.3622
TMUE_0000000051.1	2940	2768.71	5.10401	1.81152
TMUE_0000000052.1	1839	1667.71	11	6.48157
TMUE_0000000053.1	759	588.035	1	1.67111
TMUE_0000000054.1	636	466.002	0	0
TMUE_0000000055.1	2781	2609.71	1.5	0.564816
TMUE_0000000056.1	7494	7322.71	0	0
