target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	83.6548	21	152.025
TMUE_0000000002.1	2023	1813.54	17.9999	6.01078
TMUE_0000000002.2	1654	1444.54	13.9287	5.83941
TMUE_0000000002.3	1719	1509.54	3.1917e-06	1.28046e-06
TMUE_0000000002.4	1866	1656.54	11.4041	4.16915
TMUE_0000000003.1	426	240.801	3	7.54485
TMUE_0000000004.1	882	672.765	1.28311	1.15502
TMUE_0000000005.1	1455	1245.54	0	0
TMUE_0000000006.1	822	612.992	207.778	205.274
TMUE_0000000007.1	1834	1624.54	118.91	44.328
TMUE_0000000008.1	216	89.1459	2	13.5868
TMUE_0000000009.1	1847	1637.54	16	5.91721
TMUE_0000000010.1	309	150.019	0	0
TMUE_0000000011.1	399	218.398	0	0
TMUE_0000000012.1	2788	2578.54	0	0
TMUE_0000000013.1	1947	1737.54	1.84195	0.641995
TMUE_0000000014.1	981	771.536	4.5	3.53219
TMUE_0000000015.1	837	627.905	0	0
TMUE_0000000016.1	5766	5556.54	7.09871	0.773684
TMUE_0000000017.1	411	228.408	0	0
TMUE_0000000018.1	1920	1710.54	66	23.3668
TMUE_0000000019.1	1539	1329.54	89.5	40.7672
TMUE_0000000020.1	906	696.717	0	0
TMUE_0000000021.1	1191	981.536	148.775	91.7935
TMUE_0000000022.1	936	726.642	0	0
TMUE_0000000023.1	1302	1092.54	2	1.10862
TMUE_0000000024.1	750	541.84	18	20.1182
TMUE_0000000025.1	624	419.64	39.5	57.0044
TMUE_0000000026.1	2103	1893.54	3.5	1.11939
TMUE_0000000027.1	261	117.545	0	0
TMUE_0000000028.1	510	313.996	0	0
TMUE_0000000029.1	2511	2301.54	19.5	5.13104
TMUE_0000000030.1	1065	855.536	26.9288	19.0619
TMUE_0000000031.1	3423	3213.54	27.5	5.18248
TMUE_0000000032.1	1092	882.536	7	4.80346
TMUE_0000000033.1	2067	1857.54	0	0
TMUE_0000000034.1	2802	2592.54	1	0.233595
TMUE_0000000035.1	363	190.246	0	0
TMUE_0000000036.1	4548	4338.54	94	13.1212
TMUE_0000000037.1	474	282.184	33	70.8223
TMUE_0000000038.1	3360	3150.54	0.00305151	0.000586568
TMUE_0000000039.1	3426	3216.54	0	0
TMUE_0000000040.1	5470	5260.54	0	0
TMUE_0000000041.1	579	377.317	47.4991	76.2371
TMUE_0000000042.1	957	747.589	43	34.8332
TMUE_0000000043.1	1824	1614.54	10.4305	3.91242
TMUE_0000000044.1	1773	1563.54	0	0
TMUE_0000000045.1	240	103.759	3	17.5099
TMUE_0000000046.1	499	304.315	87.7551	174.638
TMUE_0000000047.1	876	666.836	0.164457	0.149355
TMUE_0000000048.1	3558	3348.54	1.72654	0.312256
TMUE_0000000049.1	753	544.802	0	0
TMUE_0000000050.1	2397	2187.54	103	28.5148
TMUE_0000000051.1	2940	2730.54	95.1997	21.1143
TMUE_0000000052.1	1839	1629.54	18.5	6.87537
TMUE_0000000053.1	759	550.705	0	0
TMUE_0000000054.1	636	430.93	0	0
TMUE_0000000055.1	2781	2571.54	0	0
TMUE_0000000056.1	7494	7284.54	0.00229611	0.000190888
TMUE_0000000057.1	2472	2262.54	4.54443	1.21639
TMUE_0000000058.1	963	753.563	0	0
TMUE_0000000059.1	3198	2988.54	0	0
TMUE_0000000060.1	1815	1605.54	68.1124	25.6918
TMUE_0000000061.1	1257	1047.54	27	15.6093
TMUE_0000000062.1	1719	1509.54	101.5	40.7203
TMUE_0000000063.1	264	119.603	0	0
TMUE_0000000064.1	1029	819.536	3.5	2.58636
TMUE_0000000065.1	3252	3042.54	85.8974	17.0975
TMUE_0000000066.1	291	137.481	0	0
TMUE_0000000067.1	3102	2892.54	50	10.4684
TMUE_0000000068.1	345	176.507	187	641.605
TMUE_0000000069.1	2762	2552.54	0	0
TMUE_0000000070.1	2424	2214.54	0	0
TMUE_0000000071.1	534	335.705	0	0
TMUE_0000000072.1	591	388.512	81	126.261
TMUE_0000000073.1	3220	3010.54	44.9334	9.03885
TMUE_0000000073.2	2885	2675.54	6.73995	1.52558
TMUE_0000000074.1	531	333.056	0	0
TMUE_0000000075.1	9423	9213.54	35.4286	2.32871
TMUE_0000000076.1	1065	855.536	6	4.24718
TMUE_0000000077.1	3715	3505.54	25	4.31891
TMUE_0000000078.1	2661	2451.54	28	6.91684
TMUE_0000000079.1	6057	5847.54	4.99079	0.516873
