target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	67.6831	89.5	162.633
TMUE_0000000002.1	2023	1828.24	42.5792	2.86439
TMUE_0000000002.2	1654	1459.24	0	0
TMUE_0000000002.3	1719	1524.24	470.866	37.9936
TMUE_0000000002.4	1866	1671.24	56.8449	4.18331
TMUE_0000000003.1	426	242.727	15	7.60048
TMUE_0000000004.1	882	687.939	10.0016	1.78808
TMUE_0000000005.1	1455	1260.24	6	0.585551
TMUE_0000000006.1	822	627.939	717.68	140.566
TMUE_0000000007.1	1834	1639.24	342.47	25.6949
TMUE_0000000008.1	216	74.0123	0	0
TMUE_0000000009.1	1847	1652.24	305.675	22.7538
TMUE_0000000010.1	309	141.775	0	0
TMUE_0000000011.1	399	218.823	0	0
TMUE_0000000012.1	2788	2593.24	64.7996	3.07324
TMUE_0000000013.1	1947	1752.24	324.287	22.7616
TMUE_0000000014.1	981	786.241	159	24.8719
TMUE_0000000015.1	837	642.939	0	0
TMUE_0000000016.1	5766	5571.24	0	0
TMUE_0000000017.1	411	229.515	12	6.43039
TMUE_0000000018.1	1920	1725.24	233	16.6101
TMUE_0000000019.1	1539	1344.24	2978.5	272.513
TMUE_0000000020.1	906	711.939	0	0
TMUE_0000000021.1	1191	996.241	4149.78	512.304
TMUE_0000000022.1	936	741.939	16	2.65228
TMUE_0000000023.1	1302	1107.24	4.5	0.499847
TMUE_0000000024.1	750	555.939	53.3333	11.7988
TMUE_0000000025.1	624	431.518	90.5	25.7939
TMUE_0000000026.1	2103	1908.24	24.5	1.57906
TMUE_0000000027.1	261	106.117	37.5	43.4625
TMUE_0000000028.1	510	319.939	1.00153	0.385004
TMUE_0000000029.1	2511	2316.24	246.5	13.0888
TMUE_0000000030.1	1065	870.241	81.5	11.5182
TMUE_0000000031.1	3423	3228.24	740.5	28.2115
TMUE_0000000032.1	1092	897.241	39.5	5.41446
TMUE_0000000033.1	2067	1872.24	1.5	0.0985364
TMUE_0000000034.1	2802	2607.24	3.5	0.165103
TMUE_0000000035.1	363	186.246	0	0
TMUE_0000000036.1	4548	4353.24	836.5	23.6331
TMUE_0000000037.1	474	286.404	320.5	137.631
TMUE_0000000038.1	3360	3165.24	2513.53	97.6661
TMUE_0000000039.1	3426	3231.24	0	0
TMUE_0000000040.1	5470	5275.24	148.914	3.47184
TMUE_0000000041.1	579	387.043	73.2692	23.2825
TMUE_0000000042.1	957	762.939	168	27.0824
TMUE_0000000043.1	1824	1629.24	2.66809	0.201411
TMUE_0000000044.1	1773	1578.24	34	2.64955
TMUE_0000000045.1	240	89.637	0	0
TMUE_0000000046.1	499	308.939	1746.39	695.243
TMUE_0000000047.1	876	681.939	0.268306	0.0483896
TMUE_0000000048.1	3558	3363.24	117.427	4.29414
TMUE_0000000049.1	753	558.939	0	0
TMUE_0000000050.1	2397	2202.24	3248.84	181.439
TMUE_0000000051.1	2940	2745.24	348.373	15.6074
