target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	69.8105	513	318.318
TMUE_0000000002.1	2023	1846.81	314.538	7.37759
TMUE_0000000002.2	1654	1477.81	40.6203	1.19066
TMUE_0000000002.3	1719	1542.81	1974.39	55.4351
TMUE_0000000002.4	1866	1689.81	269.138	6.89922
TMUE_0000000003.1	426	255.327	0	0
TMUE_0000000004.1	882	705.813	15.4565	0.948607
TMUE_0000000005.1	1455	1278.81	81.1887	2.75013
TMUE_0000000006.1	822	645.813	1441.71	96.7018
TMUE_0000000007.1	1834	1657.81	1106.29	28.9066
TMUE_0000000008.1	216	75.6187	15	8.59264
TMUE_0000000009.1	1847	1670.81	899	23.3075
TMUE_0000000010.1	309	148.275	0	0
TMUE_0000000011.1	399	229.33	0	0
TMUE_0000000012.1	2788	2611.81	62.9402	1.04388
TMUE_0000000013.1	1947	1770.81	1569.57	38.3949
TMUE_0000000014.1	981	804.813	362.455	19.5085
TMUE_0000000015.1	837	660.813	23	1.5077
TMUE_0000000016.1	5766	5589.81	0.187537	0.0014533
TMUE_0000000017.1	411	240.968	0	0
TMUE_0000000018.1	1920	1743.81	1055	26.207
TMUE_0000000019.1	1539	1362.81	10650.5	338.531
TMUE_0000000020.1	906	729.813	0	0
TMUE_0000000021.1	1191	1014.81	13561.1	578.858
TMUE_0000000022.1	936	759.813	49.5	2.82204
TMUE_0000000023.1	1302	1125.81	0	0
TMUE_0000000024.1	750	573.813	348	26.2708
TMUE_0000000025.1	624	448.822	323.5	31.2223
TMUE_0000000026.1	2103	1926.81	66	1.48378
TMUE_0000000027.1	261	107.972	120.5	48.3437
TMUE_0000000028.1	510	336.443	5.0813	0.654225
TMUE_0000000029.1	2511	2334.81	678	12.5789
TMUE_0000000030.1	1065	888.813	288.325	14.0519
TMUE_0000000031.1	3423	3246.81	2249.5	30.0119
TMUE_0000000032.1	1092	915.813	114	5.39216
TMUE_0000000033.1	2067	1890.81	7.5	0.171821
TMUE_0000000034.1	2802	2625.81	2.5	0.0412421
TMUE_0000000035.1	363	195.03	5.5	1.22159
TMUE_0000000036.1	4548	4371.81	2310	22.8884
TMUE_0000000037.1	474	301.705	1032.5	148.242
TMUE_0000000038.1	3360	3183.81	5457.68	74.2549
TMUE_0000000039.1	3426	3249.81	0	0
TMUE_0000000040.1	5470	5293.81	0	0
TMUE_0000000041.1	579	403.822	860.063	92.258
TMUE_0000000042.1	957	780.813	749	41.5527
TMUE_0000000043.1	1824	1647.81	251.858	6.62081
TMUE_0000000044.1	1773	1596.81	64.6667	1.75425
TMUE_0000000045.1	240	91.9265	10.2925	4.85005
TMUE_0000000046.1	499	325.849	2917.73	387.876
TMUE_0000000047.1	876	699.813	0	0
TMUE_0000000048.1	3558	3381.81	501.2	6.41986
TMUE_0000000049.1	753	576.813	33.0971	2.48553
TMUE_0000000050.1	2397	2220.81	10688	208.472
TMUE_0000000051.1	2940	2763.81	1313.81	20.5916
TMUE_0000000052.1	1839	1662.81	837.5	21.8175
TMUE_0000000053.1	759	582.813	28.5	2.11826
TMUE_0000000054.1	636	460.822	0	0
TMUE_0000000055.1	2781	2604.81	12.5	0.207873
TMUE_0000000056.1	7494	7317.81	0	0
TMUE_0000000057.1	2472	2295.81	363.808	6.86436
TMUE_0000000058.1	963	786.813	0	0
TMUE_0000000059.1	3198	3021.81	0	0
TMUE_0000000060.1	1815	1638.81	1701.22	44.9671
TMUE_0000000061.1	1257	1080.81	560	22.4441
TMUE_0000000062.1	1719	1542.81	1815	50.9598
TMUE_0000000063.1	264	110.122	0	0
TMUE_0000000064.1	1029	852.813	6.5	0.33016
TMUE_0000000065.1	3252	3075.81	1077.51	15.1749
TMUE_0000000066.1	291	132.952	8.31763	2.71001
TMUE_0000000067.1	3102	2925.81	1450.39	21.4735
TMUE_0000000068.1	345	179.419	3822.5	922.877
TMUE_0000000069.1	2762	2585.81	155.019	2.59688
TMUE_0000000070.1	2424	2247.81	328.129	6.32337
TMUE_0000000071.1	534	360.127	123.636	14.8715
TMUE_0000000072.1	591	415.822	171.829	17.9
TMUE_0000000073.1	3220	3043.81	2768.54	39.4
TMUE_0000000073.2	2885	2708.81	1741.42	27.8477
TMUE_0000000074.1	531	357.127	4.23352	0.513503
TMUE_0000000075.1	9423	9246.81	2844.39	13.3248
TMUE_0000000076.1	1065	888.813	32	1.55957
TMUE_0000000077.1	3715	3538.81	857.967	10.5021
TMUE_0000000078.1	2661	2484.81	1468.21	25.5953
TMUE_0000000079.1	6057	5880.81	76.1803	0.561138
TMUE_0000000079.2	3097	2920.81	293.681	4.35548
TMUE_0000000079.3	6874	6697.81	238.891	1.54501
TMUE_0000000079.4	2542	2365.81	1949.36	35.6924
TMUE_0000000079.5	2576	2399.81	1049.49	18.9438
TMUE_0000000079.6	2341	2164.81	0	0
TMUE_0000000080.1	246	96.6478	0	0
TMUE_0000000081.1	1865	1688.81	679.378	17.4259
TMUE_0000000081.2	1598	1421.81	732.324	22.3113
TMUE_0000000082.1	750	573.813	0	0
TMUE_0000000083.1	414	243.968	7.30571	1.29716
TMUE_0000000084.1	411	240.968	33	5.93225
TMUE_0000000085.1	510	336.443	0	0
TMUE_0000000086.1	240	91.9265	0	0
TMUE_0000000087.1	642	466.822	0	0
TMUE_0000000088.1	1170	993.813	0	0
TMUE_0000000089.1	1233	1056.81	1.5	0.0614833
TMUE_0000000090.1	1257	1080.81	0	0
TMUE_0000000091.1	1287	1110.81	0	0
TMUE_0000000092.1	1698	1521.81	25	0.711612
TMUE_0000000093.1	1383	1206.81	0	0
TMUE_0000000094.1	1977	1800.81	604	14.5289
TMUE_0000000095.1	906	729.813	591.667	35.118
TMUE_0000000096.1	960	783.813	30.2352	1.67096
TMUE_0000000097.1	1749	1572.81	358	9.85985
TMUE_0000000098.1	1293	1116.81	1253.5	48.6192
TMUE_0000000099.1	426	255.327	21	3.56276
TMUE_0000000100.1	1107	930.813	294	13.682
TMUE_0000000101.1	363	195.03	29367.5	6522.75
TMUE_0000000102.1	231	85.8567	19.5	9.83841
TMUE_0000000103.1	405	235.33	88.5	16.2903
TMUE_0000000104.1	489	316.172	6660.5	912.532
TMUE_0000000105.1	954	777.813	354	19.7148
TMUE_0000000106.1	1242	1065.81	56.5	2.29632
TMUE_0000000107.1	3315	3138.81	1181.5	16.3054
TMUE_0000000108.1	567	391.822	10	1.10554
TMUE_0000000109.1	1113	936.813	4.5	0.208077
TMUE_0000000110.1	1386	1209.81	72.5	2.59588
TMUE_0000000111.1	1131	954.813	39.334	1.78449
TMUE_0000000112.1	516	342.443	38.5575	4.87736
TMUE_0000000113.1	1218	1041.81	40	1.66316
TMUE_0000000114.1	870	693.813	758.122	47.3327
TMUE_0000000115.1	996	819.813	95.8124	5.06257
TMUE_0000000116.1	477	304.705	0	0
TMUE_0000000117.1	4590	4413.81	744.875	7.31027
TMUE_0000000118.1	1917	1740.81	4224	105.108
TMUE_0000000119.1	1362	1185.81	1776.5	64.8953
TMUE_0000000120.1	240	91.9265	95	44.7659
TMUE_0000000121.1	837	660.813	784.5	51.4255
TMUE_0000000122.1	246	96.6478	11	4.93021
TMUE_0000000123.1	1635	1458.81	464.5	13.7927
TMUE_0000000124.1	1386	1209.81	848	30.3628
TMUE_0000000125.1	513	339.443	1519.5	193.909
TMUE_0000000126.1	1677	1500.81	13.7532	0.396955
TMUE_0000000127.1	1161	984.813	149.863	6.59183
TMUE_0000000128.1	933	756.813	578	33.0829
TMUE_0000000129.1	915	738.813	0	0
TMUE_0000000130.1	1429	1252.81	272	9.40474
TMUE_0000000131.1	1160	983.813	440.476	19.3943
TMUE_0000000132.1	2241	2064.81	2606.81	54.6881
TMUE_0000000133.1	1758	1581.81	2225.59	60.9473
TMUE_0000000134.1	2778	2601.81	2941.81	48.9782
TMUE_0000000135.1	656	480.822	532	47.9282
TMUE_0000000136.1	369	200.927	3.5	0.75456
TMUE_0000000137.1	618	442.822	53.3148	5.21534
TMUE_0000000138.1	1947	1770.81	2166	52.9847
TMUE_0000000139.1	273	117.205	52	19.2185
TMUE_0000000140.1	1839	1662.81	974	25.3735
TMUE_0000000141.1	1128	951.813	515.5	23.4607
TMUE_0000000142.1	2379	2202.81	591.212	11.626
TMUE_0000000143.1	966	789.813	0	0
TMUE_0000000144.1	2259	2082.81	657.325	13.6708
TMUE_0000000145.1	1416	1239.81	618.677	21.6158
TMUE_0000000146.1	801	624.813	0	0
TMUE_0000000147.1	3792	3615.81	2275.01	27.2547
TMUE_0000000148.1	288	130.654	0	0
TMUE_0000000149.1	1665	1488.81	58	1.68753
TMUE_0000000150.1	1533	1356.81	1536.48	49.0538
TMUE_0000000150.2	1417	1240.81	0	0
TMUE_0000000150.3	1471	1294.81	0	0
TMUE_0000000151.1	1845	1668.81	4257.05	110.501
TMUE_0000000151.2	1859	1682.81	231.549	5.96036
TMUE_0000000151.3	1806	1629.81	1.01342e-06	2.69349e-08
TMUE_0000000151.4	1841	1664.81	0	0
TMUE_0000000152.1	5529	5352.81	3691.86	29.8763
TMUE_0000000153.1	732	555.813	0	0
TMUE_0000000154.1	378	209.026	33.9016	7.02563
TMUE_0000000155.1	2586	2409.81	3622.21	65.1111
TMUE_0000000156.1	955	778.813	193.222	10.747
TMUE_0000000157.1	279	122.662	0	0
TMUE_0000000158.1	489	316.172	0	0
TMUE_0000000159.1	1050	873.813	0	0
TMUE_0000000160.1	2493	2316.81	304.008	5.68406
TMUE_0000000161.1	531	357.127	19.3333	2.34503
TMUE_0000000162.1	5733	5556.81	986.5	7.69017
TMUE_0000000163.1	3844	3667.81	440	5.19649
TMUE_0000000164.1	1665	1488.81	0	0
TMUE_0000000165.1	1236	1059.81	442.52	18.0871
TMUE_0000000166.1	3159	2982.81	2369.59	34.4122
TMUE_0000000167.1	201	65.6699	411.5	271.436
TMUE_0000000168.1	786	609.813	0	0
TMUE_0000000169.1	207	69.8105	0.814264	0.505253
TMUE_0000000170.1	588	412.822	44.5	4.6694
TMUE_0000000171.1	654	478.822	1.5	0.1357
TMUE_0000000172.1	399	229.33	14	2.64443
TMUE_0000000173.1	1941	1764.81	57.2425	1.40503
TMUE_0000000174.1	921	744.813	0	0
TMUE_0000000175.1	339	173.803	60.8145	15.157
TMUE_0000000176.1	324	160.224	0	0
TMUE_0000000177.1	3123	2946.81	14.3402	0.210799
TMUE_0000000178.1	546	371.62	764	89.0552
TMUE_0000000179.1	2721	2544.81	2368.5	40.3164
TMUE_0000000180.1	759	582.813	75.5	5.61154
TMUE_0000000181.1	1041	864.813	118	5.9105
TMUE_0000000182.1	510	336.443	1576.5	202.977
TMUE_0000000183.1	522	348.443	1576	195.924
TMUE_0000000184.1	1188	1011.81	597	25.5587
TMUE_0000000185.1	1356	1179.81	291.5	10.7026
TMUE_0000000186.1	1455	1278.81	2469	83.6331
TMUE_0000000187.1	2502	2325.81	298.5	5.55948
TMUE_0000000188.1	519	345.443	36.4577	4.57169
TMUE_0000000189.1	291	132.952	0	0
TMUE_0000000190.1	4424	4247.81	0	0
TMUE_0000000191.1	942	765.813	0	0
TMUE_0000000192.1	1707	1530.81	3	0.0848914
TMUE_0000000193.1	903	726.813	166.464	9.92116
TMUE_0000000194.1	267	112.669	119	45.7515
TMUE_0000000195.1	1278	1101.81	1138.59	44.7634
TMUE_0000000196.1	990	813.813	435.903	23.2022
TMUE_0000000197.1	914	737.813	112.519	6.60606
TMUE_0000000198.1	1623	1446.81	245.571	7.35241
TMUE_0000000199.1	1062	885.813	2261.25	110.579
TMUE_0000000200.1	357	189.229	725.385	166.053
TMUE_0000000201.1	1050	873.813	2.76953	0.137294
TMUE_0000000202.1	2082	1905.81	1484.28	33.7365
TMUE_0000000203.1	1272	1095.81	0	0
