target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	85.2024	66	155.491
TMUE_0000000002.1	2023	1842.1	12.0269	1.31056
TMUE_0000000002.2	1654	1473.1	80.741	11.0021
TMUE_0000000002.3	1719	1538.1	321.458	41.9523
TMUE_0000000002.4	1866	1685.1	195.868	23.3321
TMUE_0000000003.1	426	257.634	4	3.11653
TMUE_0000000004.1	882	701.244	0	0
TMUE_0000000005.1	1455	1274.1	4.26907	0.672581
TMUE_0000000006.1	822	641.374	711.323	222.623
TMUE_0000000007.1	1834	1653.1	291.248	35.3655
TMUE_0000000008.1	216	91.0442	0	0
TMUE_0000000009.1	1847	1666.1	49	5.90351
TMUE_0000000010.1	309	158.618	0	0
TMUE_0000000011.1	399	233.787	0	0
TMUE_0000000012.1	2788	2607.1	158.846	12.2302
TMUE_0000000013.1	1947	1766.1	27.9647	3.17841
TMUE_0000000014.1	981	800.132	10.5	2.63416
TMUE_0000000015.1	837	656.346	2.45969	0.75225
TMUE_0000000016.1	5766	5585.1	0	0
TMUE_0000000017.1	411	244.242	2.5	2.05463
TMUE_0000000018.1	1920	1739.1	122.5	14.1393
TMUE_0000000019.1	1539	1358.1	176.5	26.0873
TMUE_0000000020.1	906	725.214	0	0
TMUE_0000000021.1	1191	1010.1	141.064	28.0329
TMUE_0000000022.1	936	755.181	2	0.53161
TMUE_0000000023.1	1302	1121.1	61	10.922
TMUE_0000000024.1	750	569.553	38.6667	13.6275
TMUE_0000000025.1	624	445.032	85.5	38.5647
TMUE_0000000026.1	2103	1922.1	4	0.417733
TMUE_0000000027.1	261	122.113	5.5	9.04099
TMUE_0000000028.1	510	334.992	2.07252	1.24188
TMUE_0000000029.1	2511	2330.1	81.5	7.02099
TMUE_0000000030.1	1065	884.097	34.4301	7.81724
TMUE_0000000031.1	3423	3242.1	66	4.08632
TMUE_0000000032.1	1092	911.097	9	1.98286
TMUE_0000000033.1	2067	1886.1	0.5	0.0532133
TMUE_0000000034.1	2802	2621.1	6.5	0.497788
TMUE_0000000035.1	363	202.912	0	0
TMUE_0000000036.1	4548	4367.1	161.5	7.42325
TMUE_0000000037.1	474	301.385	49.5	32.9684
TMUE_0000000038.1	3360	3179.1	142.83	9.0184
TMUE_0000000039.1	3426	3245.1	0	0
TMUE_0000000040.1	5470	5289.1	11.7816	0.447133
TMUE_0000000041.1	579	401.128	284.776	142.507
TMUE_0000000042.1	957	776.132	100	25.863
TMUE_0000000043.1	1824	1643.1	64.9881	7.93935
TMUE_0000000044.1	1773	1592.1	2	0.252159
TMUE_0000000045.1	240	107.318	1	1.87043
TMUE_0000000046.1	499	324.597	299.628	185.29
TMUE_0000000047.1	876	695.244	0	0
TMUE_0000000048.1	3558	3377.1	45.3023	2.69272
TMUE_0000000049.1	753	572.529	1.1494	0.402984
TMUE_0000000050.1	2397	2216.1	726.865	65.8385
TMUE_0000000051.1	2940	2759.1	96.4924	7.02006
TMUE_0000000052.1	1839	1658.1	39	4.72138
TMUE_0000000053.1	759	578.479	0	0
TMUE_0000000054.1	636	456.827	0	0
TMUE_0000000055.1	2781	2600.1	0.5	0.0386007
TMUE_0000000056.1	7494	7313.1	0.000205515	5.641e-06
TMUE_0000000057.1	2472	2291.1	5.3983	0.472964
TMUE_0000000058.1	963	782.132	0	0
TMUE_0000000059.1	3198	3017.1	0	0
TMUE_0000000060.1	1815	1634.1	129.353	15.8896
TMUE_0000000061.1	1257	1076.1	142.5	26.5814
TMUE_0000000062.1	1719	1538.1	168	21.925
TMUE_0000000063.1	264	124.293	0	0
TMUE_0000000064.1	1029	848.097	1.5	0.355026
TMUE_0000000065.1	3252	3071.1	88.4921	5.78396
TMUE_0000000066.1	291	144.431	0.5	0.694902
TMUE_0000000067.1	3102	2921.1	130	8.9333
TMUE_0000000068.1	345	187.848	1034.5	1105.45
TMUE_0000000069.1	2762	2581.1	18.0949	1.40723
TMUE_0000000070.1	2424	2243.1	1.89103	0.169225
TMUE_0000000071.1	534	357.816	3	1.68297
