target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	91.3409	2	19.4724
TMUE_0000000002.1	2023	1864.21	0	0
TMUE_0000000002.2	1654	1495.21	0	0
TMUE_0000000002.3	1719	1560.21	0	0
TMUE_0000000002.4	1866	1707.21	0	0
TMUE_0000000003.1	426	275.37	0	0
TMUE_0000000004.1	882	723.209	0	0
TMUE_0000000005.1	1455	1296.21	5	3.43044
TMUE_0000000006.1	822	663.322	12.1138	16.2409
TMUE_0000000007.1	1834	1675.21	19.7302	10.4741
TMUE_0000000008.1	216	98.131	0	0
TMUE_0000000009.1	1847	1688.21	4	2.10712
TMUE_0000000010.1	309	171.872	0	0
TMUE_0000000011.1	399	250.902	0	0
TMUE_0000000012.1	2788	2629.21	0	0
TMUE_0000000013.1	1947	1788.21	7.65134	3.80517
TMUE_0000000014.1	981	822.209	1	1.08162
TMUE_0000000015.1	837	678.286	0	0
TMUE_0000000016.1	5766	5607.21	1.62437	0.257628
TMUE_0000000017.1	411	261.696	0.5	1.69914
TMUE_0000000018.1	1920	1761.21	6	3.02967
TMUE_0000000019.1	1539	1380.21	12	7.73199
TMUE_0000000020.1	906	747.209	0	0
TMUE_0000000021.1	1191	1032.21	8.78411	7.56807
TMUE_0000000022.1	936	777.209	0	0
TMUE_0000000023.1	1302	1143.21	0	0
TMUE_0000000024.1	750	591.523	2.33333	3.50801
TMUE_0000000025.1	624	466.344	1	1.90699
TMUE_0000000026.1	2103	1944.21	0	0
TMUE_0000000027.1	261	132.831	0	0
TMUE_0000000028.1	510	355.175	0	0
TMUE_0000000029.1	2511	2352.21	11.5	4.34787
TMUE_0000000030.1	1065	906.209	3.5	3.43475
TMUE_0000000031.1	3423	3264.21	10	2.72444
TMUE_0000000032.1	1092	933.209	0.5	0.476482
TMUE_0000000033.1	2067	1908.21	0	0
TMUE_0000000034.1	2802	2643.21	0	0
TMUE_0000000035.1	363	218.303	0	0
TMUE_0000000036.1	4548	4389.21	2	0.405227
TMUE_0000000037.1	474	320.733	7	19.4093
TMUE_0000000038.1	3360	3201.21	34.8553	9.683
TMUE_0000000039.1	3426	3267.21	0	0
