target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	69.4715	191.5	111.909
TMUE_0000000002.1	2023	1852.41	115.401	2.52914
TMUE_0000000002.2	1654	1483.41	0	0
TMUE_0000000002.3	1719	1548.41	2076.58	54.4457
TMUE_0000000002.4	1866	1695.41	1107.21	26.5128
TMUE_0000000003.1	426	257.306	0	0
TMUE_0000000004.1	882	711.412	0	0
TMUE_0000000005.1	1455	1284.41	0	0
TMUE_0000000006.1	822	651.412	1313.92	81.8871
TMUE_0000000007.1	1834	1663.41	1020.45	24.9055
TMUE_0000000008.1	216	74.9946	6	3.24805
TMUE_0000000009.1	1847	1676.41	638	15.4505
TMUE_0000000010.1	309	150.113	0	0
TMUE_0000000011.1	399	231.18	0	0
TMUE_0000000012.1	2788	2617.41	220.445	3.41924
TMUE_0000000013.1	1947	1776.41	335.93	7.67727
TMUE_0000000014.1	981	810.412	47	2.35447
TMUE_0000000015.1	837	666.412	0	0
TMUE_0000000016.1	5766	5595.41	716.24	5.1967
TMUE_0000000017.1	411	242.306	28.9612	4.85237
TMUE_0000000018.1	1920	1749.41	334	7.75096
TMUE_0000000019.1	1539	1368.41	1838	54.5293
TMUE_0000000020.1	906	735.412	0	0
TMUE_0000000021.1	1191	1020.41	6409.83	255.019
TMUE_0000000022.1	936	765.412	170.5	9.04337
TMUE_0000000023.1	1302	1131.41	111	3.98294
TMUE_0000000024.1	750	579.412	128	8.96858
TMUE_0000000025.1	624	453.412	188.5	16.878
TMUE_0000000026.1	2103	1932.41	14.5	0.304628
TMUE_0000000027.1	261	108.692	71.5	26.7061
TMUE_0000000028.1	510	341.111	1.0378	0.123515
TMUE_0000000029.1	2511	2340.41	214.5	3.7208
TMUE_0000000030.1	1065	894.412	163.321	7.4132
TMUE_0000000031.1	3423	3252.41	693.5	8.6565
TMUE_0000000032.1	1092	921.412	72.5	3.19437
TMUE_0000000033.1	2067	1896.41	15	0.321114
TMUE_0000000034.1	2802	2631.41	24	0.370274
TMUE_0000000035.1	363	198.579	0	0
TMUE_0000000036.1	4548	4377.41	1173.5	10.8835
TMUE_0000000037.1	474	305.111	1281.5	170.515
TMUE_0000000038.1	3360	3189.41	3420	43.5328
TMUE_0000000039.1	3426	3255.41	0	0
TMUE_0000000040.1	5470	5299.41	46.1516	0.353558
TMUE_0000000041.1	579	408.707	919.569	91.3427
TMUE_0000000042.1	957	786.412	883	45.5839
TMUE_0000000043.1	1824	1653.41	223.058	5.47693
TMUE_0000000044.1	1773	1602.41	72.3333	1.83259
TMUE_0000000045.1	240	92.7451	49.1979	21.5356
TMUE_0000000046.1	499	330.111	25551.4	3142.36
TMUE_0000000047.1	876	705.412	0	0
TMUE_0000000048.1	3558	3387.41	490.418	5.8776
TMUE_0000000049.1	753	582.412	0	0
TMUE_0000000050.1	2397	2226.41	6196.67	112.994
TMUE_0000000051.1	2940	2769.41	165.971	2.43303
TMUE_0000000052.1	1839	1668.41	650.5	15.8287
