target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	85.8055	72	194.488
TMUE_0000000002.1	2023	1840	0	0
TMUE_0000000002.2	1654	1471	0	0
TMUE_0000000002.3	1719	1536	13.9908	2.1112
TMUE_0000000002.4	1866	1683	6.17999	0.851098
TMUE_0000000003.1	426	257.572	0	0
TMUE_0000000004.1	882	699.11	1.5	0.497303
TMUE_0000000005.1	1455	1272	55.3166	10.0796
TMUE_0000000006.1	822	639.16	151.491	54.9355
TMUE_0000000007.1	1834	1651	64.3455	9.03332
TMUE_0000000008.1	216	91.709	0	0
TMUE_0000000009.1	1847	1664	17	2.36795
TMUE_0000000010.1	309	159.05	0	0
TMUE_0000000011.1	399	233.756	0.55568	0.550981
TMUE_0000000012.1	2788	2605	4.39772	0.391287
TMUE_0000000013.1	1947	1764	102.5	13.468
TMUE_0000000014.1	981	797.999	23	6.68038
TMUE_0000000015.1	837	654.127	2	0.708669
TMUE_0000000016.1	5766	5583	0	0
TMUE_0000000017.1	411	244.223	0.5	0.474526
TMUE_0000000018.1	1920	1737	77.5	10.3414
TMUE_0000000019.1	1539	1356	179.5	30.6818
TMUE_0000000020.1	906	723.075	0	0
TMUE_0000000021.1	1191	1008	61.4113	14.121
TMUE_0000000022.1	936	753.038	3.5	1.07728
TMUE_0000000023.1	1302	1119	1.5	0.310697
TMUE_0000000024.1	750	567.503	104	42.4757
TMUE_0000000025.1	624	443.344	117	61.1675
TMUE_0000000026.1	2103	1920	505.5	61.0233
TMUE_0000000027.1	261	122.965	3	5.65477
TMUE_0000000028.1	510	334.434	0	0
TMUE_0000000029.1	2511	2328	178.5	17.7718
TMUE_0000000030.1	1065	881.999	77	20.2348
TMUE_0000000031.1	3423	3240	102	7.29678
TMUE_0000000032.1	1092	908.999	0	0
TMUE_0000000033.1	2067	1884	0	0
TMUE_0000000034.1	2802	2619	1	0.0884994
TMUE_0000000035.1	363	202.786	0	0
TMUE_0000000036.1	4548	4365	73.5	3.90282
TMUE_0000000037.1	474	301.126	199.5	153.557
TMUE_0000000038.1	3360	3177	169.105	12.3372
TMUE_0000000039.1	3426	3243	0	0
TMUE_0000000040.1	5470	5287	0	0
TMUE_0000000041.1	579	399.797	129.105	74.848
TMUE_0000000042.1	957	774.038	35.5	10.6302
TMUE_0000000043.1	1824	1641	129.034	18.2252
TMUE_0000000044.1	1773	1590	7.66667	1.1176
TMUE_0000000045.1	240	108.083	0	0
TMUE_0000000046.1	499	324.212	12.1979	8.72033
TMUE_0000000047.1	876	693.11	0	0
TMUE_0000000048.1	3558	3375	32.3326	2.22046
TMUE_0000000049.1	753	570.446	3.5454	1.44054
TMUE_0000000050.1	2397	2214	231.992	24.2868
TMUE_0000000051.1	2940	2757	57.6669	4.84803
TMUE_0000000052.1	1839	1656	108.5	15.1861
TMUE_0000000053.1	759	576.403	9.5	3.82008
TMUE_0000000054.1	636	455.051	0.5	0.254675
TMUE_0000000055.1	2781	2598	2.5	0.223037
TMUE_0000000056.1	7494	7311	2.55207e-05	8.0908e-07
TMUE_0000000057.1	2472	2289	70.469	7.13556
TMUE_0000000058.1	963	780.038	0	0
TMUE_0000000059.1	3198	3015	0	0
TMUE_0000000060.1	1815	1632	7.45135	1.05826
TMUE_0000000061.1	1257	1074	49.5	10.6826
TMUE_0000000062.1	1719	1536	238.5	35.9893
TMUE_0000000063.1	264	125.142	0	0
TMUE_0000000064.1	1029	845.999	1	0.273972
TMUE_0000000065.1	3252	3069	149.138	11.2634
TMUE_0000000066.1	291	145.208	0	0
TMUE_0000000067.1	3102	2919	135.111	10.7283
TMUE_0000000068.1	345	188.035	3518.5	4337.05
TMUE_0000000069.1	2762	2579	6.4286	0.577751
TMUE_0000000070.1	2424	2241	9.86957	1.02078
TMUE_0000000071.1	534	356.861	3194.83	2075.03
TMUE_0000000072.1	591	411.329	108.204	60.9717
TMUE_0000000073.1	3220	3037	57.2742	4.37109
TMUE_0000000073.2	2885	2702	18.9973	1.62961
TMUE_0000000074.1	531	353.987	0	0
TMUE_0000000075.1	9423	9240	47.155	1.18286
TMUE_0000000076.1	1065	881.999	1.66667	0.437982
TMUE_0000000077.1	3715	3532	115.763	7.59671
TMUE_0000000078.1	2661	2478	18	1.68363
TMUE_0000000079.1	6057	5874	11.1652	0.440563
TMUE_0000000079.2	3097	2914	10.2882	0.818322
