target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	87.9608	16.5	141.783
TMUE_0000000002.1	2023	1831.76	16.1567	6.66674
TMUE_0000000002.2	1654	1462.76	0	0
TMUE_0000000002.3	1719	1527.76	0	0
TMUE_0000000002.4	1866	1674.76	0	0
TMUE_0000000003.1	426	254.649	0	0
TMUE_0000000004.1	882	690.964	0	0
TMUE_0000000005.1	1455	1263.76	0	0
TMUE_0000000006.1	822	631.324	58.1355	69.6017
TMUE_0000000007.1	1834	1642.76	72.9403	33.5601
TMUE_0000000008.1	216	93.6836	0.5	4.03401
TMUE_0000000009.1	1847	1655.76	24	10.9558
TMUE_0000000010.1	309	158.822	0	0
TMUE_0000000011.1	399	231.854	0	0
TMUE_0000000012.1	2788	2596.76	11.7145	3.40974
TMUE_0000000013.1	1947	1755.76	8.55091	3.68109
TMUE_0000000014.1	981	789.765	7.5	7.17785
TMUE_0000000015.1	837	646.219	0	0
TMUE_0000000016.1	5766	5574.76	5.63864	0.764502
TMUE_0000000017.1	411	241.748	0	0
TMUE_0000000018.1	1920	1728.76	21	9.18151
TMUE_0000000019.1	1539	1347.76	35	19.6284
TMUE_0000000020.1	906	714.848	0	0
TMUE_0000000021.1	1191	999.765	25.0138	18.9109
TMUE_0000000022.1	936	744.808	1	1.01481
TMUE_0000000023.1	1302	1110.76	1.5	1.0207
TMUE_0000000024.1	750	559.943	9.33333	12.5986
TMUE_0000000025.1	624	436.646	18.5	32.0238
TMUE_0000000026.1	2103	1911.76	2	0.790727
TMUE_0000000027.1	261	123.907	0	0
TMUE_0000000028.1	510	329.207	0	0
TMUE_0000000029.1	2511	2319.76	43	14.0106
TMUE_0000000030.1	1065	873.765	14.5	12.5431
TMUE_0000000031.1	3423	3231.76	20.5	4.79452
TMUE_0000000032.1	1092	900.765	0	0
TMUE_0000000033.1	2067	1875.76	0	0
TMUE_0000000034.1	2802	2610.76	1.5	0.434265
TMUE_0000000035.1	363	201.864	0	0
TMUE_0000000036.1	4548	4356.76	10.5	1.82161
TMUE_0000000037.1	474	296.893	44	112.017
TMUE_0000000038.1	3360	3168.76	107	25.5226
TMUE_0000000039.1	3426	3234.76	0	0
TMUE_0000000040.1	5470	5278.76	0	0
TMUE_0000000041.1	579	393.541	70.6586	135.708
TMUE_0000000042.1	957	765.808	15.5	15.2983
TMUE_0000000043.1	1824	1632.76	7.12034	3.29616
TMUE_0000000044.1	1773	1581.76	1	0.477847
TMUE_0000000045.1	240	109.476	5	34.521
TMUE_0000000046.1	499	319.347	65.2662	154.474
TMUE_0000000047.1	876	684.964	0	0
TMUE_0000000048.1	3558	3366.76	9.4054	2.11152
TMUE_0000000049.1	753	562.881	1.18967	1.5975
TMUE_0000000050.1	2397	2205.76	149.806	51.3336
TMUE_0000000051.1	2940	2748.76	10.9048	2.99855
TMUE_0000000052.1	1839	1647.76	3	1.37612
TMUE_0000000053.1	759	568.787	2.5	3.32216
TMUE_0000000054.1	636	448.252	0	0
TMUE_0000000055.1	2781	2589.76	0	0
TMUE_0000000056.1	7494	7302.76	0	0
TMUE_0000000057.1	2472	2280.76	4.91094	1.62748
TMUE_0000000058.1	963	771.765	0	0
TMUE_0000000059.1	3198	3006.76	0	0
TMUE_0000000060.1	1815	1623.76	14.132	6.57824
TMUE_0000000061.1	1257	1065.76	47.5	33.6871
TMUE_0000000062.1	1719	1527.76	61.5	30.4263
TMUE_0000000063.1	264	125.948	0	0
TMUE_0000000064.1	1029	837.765	0	0
TMUE_0000000065.1	3252	3060.76	29.5556	7.29861
TMUE_0000000066.1	291	145.397	0	0
TMUE_0000000067.1	3102	2910.76	36.8571	9.57074
TMUE_0000000068.1	345	187.171	425.5	1718.27
TMUE_0000000069.1	2762	2570.76	0	0
TMUE_0000000070.1	2424	2232.76	3	1.01557
TMUE_0000000071.1	534	351.219	0	0
TMUE_0000000072.1	591	405.005	23.2705	43.4287
TMUE_0000000073.1	3220	3028.76	10.1318	2.52844
TMUE_0000000073.2	2885	2693.76	0	0
TMUE_0000000074.1	531	348.417	0	0
TMUE_0000000075.1	9423	9231.76	17	1.39186
TMUE_0000000076.1	1065	873.765	4	3.46016
TMUE_0000000077.1	3715	3523.76	48.3499	10.371
TMUE_0000000078.1	2661	2469.76	15	4.59057
TMUE_0000000079.1	6057	5865.76	1.98168	0.255352
TMUE_0000000079.2	3097	2905.76	2.73364	0.711069
TMUE_0000000079.3	6874	6682.76	0	0
TMUE_0000000079.4	2542	2350.76	0	0
TMUE_0000000079.5	2576	2384.76	9.1334	2.89479
TMUE_0000000079.6	2341	2149.76	0	0
TMUE_0000000080.1	246	113.665	0	0
TMUE_0000000081.1	1865	1673.76	92.6303	41.8302
TMUE_0000000081.2	1598	1406.76	12.3383	6.62927
TMUE_0000000082.1	750	559.943	0	0
TMUE_0000000083.1	414	244.361	0	0
TMUE_0000000084.1	411	241.748	0	0
TMUE_0000000085.1	510	329.207	0	0
TMUE_0000000086.1	240	109.476	0	0
TMUE_0000000087.1	642	454.076	0	0
TMUE_0000000088.1	1170	978.765	0	0
TMUE_0000000089.1	1233	1041.76	0	0
TMUE_0000000090.1	1257	1065.76	0	0
TMUE_0000000091.1	1287	1095.76	0	0
TMUE_0000000092.1	1698	1506.76	1	0.501632
TMUE_0000000093.1	1383	1191.76	0	0
TMUE_0000000094.1	1977	1785.76	12.5	5.29074
TMUE_0000000095.1	906	714.848	8	8.45877
TMUE_0000000096.1	960	768.808	0.5	0.491568
TMUE_0000000097.1	1749	1557.76	0	0
TMUE_0000000098.1	1293	1101.76	44.5	30.5283
TMUE_0000000099.1	426	254.649	0	0
TMUE_0000000100.1	1107	915.765	52	42.9191
TMUE_0000000101.1	363	201.864	1166.5	4367.74
TMUE_0000000102.1	231	103.574	5.5	40.1366
TMUE_0000000103.1	405	236.753	0.5	1.59627
TMUE_0000000104.1	489	310.438	195.5	475.995
TMUE_0000000105.1	954	762.808	4	3.96347
TMUE_0000000106.1	1242	1050.76	0	0
TMUE_0000000107.1	3315	3123.76	7	1.69375
TMUE_0000000108.1	567	382.017	0	0
TMUE_0000000109.1	1113	921.765	0	0
TMUE_0000000110.1	1386	1194.76	0	0
TMUE_0000000111.1	1131	939.765	0	0
TMUE_0000000112.1	516	334.475	0	0
TMUE_0000000113.1	1218	1026.76	2	1.47228
TMUE_0000000114.1	870	679.001	46.1466	51.3689
TMUE_0000000115.1	996	804.765	21.701	20.3818
TMUE_0000000116.1	477	299.585	0	0
TMUE_0000000117.1	4590	4398.76	81.2188	13.9559
TMUE_0000000118.1	1917	1725.76	46.5	20.3658
TMUE_0000000119.1	1362	1170.76	28.5	18.3995
TMUE_0000000120.1	240	109.476	14	96.6588
TMUE_0000000121.1	837	646.219	22.5	26.3168
TMUE_0000000122.1	246	113.665	0	0
TMUE_0000000123.1	1635	1443.76	0.5	0.261761
TMUE_0000000124.1	1386	1194.76	20.5	12.9689
TMUE_0000000125.1	513	331.777	27.5	62.6495
TMUE_0000000126.1	1677	1485.76	1	0.508722
TMUE_0000000127.1	1161	969.765	13.9974	10.9097
TMUE_0000000128.1	933	741.808	27.5	28.0203
TMUE_0000000129.1	915	723.848	0	0
TMUE_0000000130.1	1429	1237.76	0	0
TMUE_0000000131.1	1160	968.765	114.734	89.5166
TMUE_0000000132.1	2241	2049.76	28.0878	10.3572
TMUE_0000000133.1	1758	1566.76	95.6776	46.157
TMUE_0000000134.1	2778	2586.76	25.1541	7.34992
TMUE_0000000135.1	656	467.64	88	142.234
TMUE_0000000136.1	369	206.941	0	0
TMUE_0000000137.1	618	430.839	1.5	2.63152
TMUE_0000000138.1	1947	1755.76	22	9.47081
TMUE_0000000139.1	273	132.52	0	0
TMUE_0000000140.1	1839	1647.76	9	4.12837
TMUE_0000000141.1	1128	936.765	14	11.2961
TMUE_0000000142.1	2379	2187.76	10	3.45486
TMUE_0000000143.1	966	774.765	0	0
TMUE_0000000144.1	2259	2067.76	17.2175	6.29362
TMUE_0000000145.1	1416	1224.76	8.994	5.55049
TMUE_0000000146.1	801	610.462	0.999997	1.23814
TMUE_0000000147.1	3792	3600.76	119.958	25.1806
TMUE_0000000148.1	288	143.242	0	0
TMUE_0000000149.1	1665	1473.76	0	0
TMUE_0000000150.1	1533	1341.76	83.6931	47.1459
TMUE_0000000150.2	1417	1225.76	0	0
TMUE_0000000150.3	1471	1279.76	0	0
TMUE_0000000151.1	1845	1653.76	213.601	97.6249
TMUE_0000000151.2	1859	1667.76	18.5743	8.418
TMUE_0000000151.3	1806	1614.76	0	0
TMUE_0000000151.4	1841	1649.76	0	0
TMUE_0000000152.1	5529	5337.76	13.1678	1.86459
TMUE_0000000153.1	732	542.279	0	0
TMUE_0000000154.1	378	214.256	0	0
TMUE_0000000155.1	2586	2394.76	29.3289	9.25687
TMUE_0000000156.1	955	763.808	61.9605	61.3143
TMUE_0000000157.1	279	136.799	0	0
TMUE_0000000158.1	489	310.438	1	2.43476
TMUE_0000000159.1	1050	858.765	0	0
TMUE_0000000160.1	2493	2301.76	17	5.58237
TMUE_0000000161.1	531	348.417	1.57313	3.41268
TMUE_0000000162.1	5733	5541.76	8.5	1.15932
TMUE_0000000163.1	3844	3652.76	48	9.93231
TMUE_0000000164.1	1665	1473.76	2.62491	1.34622
TMUE_0000000165.1	1236	1044.76	25.1582	18.2008
TMUE_0000000166.1	3159	2967.76	93	23.6856
TMUE_0000000167.1	201	84.2962	25	224.162
TMUE_0000000168.1	786	595.528	0	0
TMUE_0000000169.1	207	87.9608	0	0
TMUE_0000000170.1	588	402.095	1	1.87976
TMUE_0000000171.1	654	465.717	1.5	2.43444
TMUE_0000000172.1	399	231.854	0	0
TMUE_0000000173.1	1941	1749.76	0	0
TMUE_0000000174.1	921	729.848	0	0
TMUE_0000000175.1	339	182.404	1	4.14379
TMUE_0000000176.1	324	170.421	0	0
TMUE_0000000177.1	3123	2931.76	1.70982	0.440811
TMUE_0000000178.1	546	362.437	27	56.307
TMUE_0000000179.1	2721	2529.76	121	36.1523
TMUE_0000000180.1	759	568.787	3.5	4.65103
TMUE_0000000181.1	1041	849.765	1.5	1.33421
TMUE_0000000182.1	510	329.207	20.5	47.0669
TMUE_0000000183.1	522	339.999	15.5	34.4576
TMUE_0000000184.1	1188	996.765	37	28.0569
TMUE_0000000185.1	1356	1164.76	0.5	0.324461
TMUE_0000000186.1	1455	1263.76	78.5	46.9499
TMUE_0000000187.1	2502	2310.76	1.5	0.490644
TMUE_0000000188.1	519	337.286	0	0
TMUE_0000000189.1	291	145.397	0	0
TMUE_0000000190.1	4424	4232.76	0	0
TMUE_0000000191.1	942	750.808	0	0
TMUE_0000000192.1	1707	1515.76	2.4149	1.2042
TMUE_0000000193.1	903	711.848	0	0
TMUE_0000000194.1	267	128.132	4	23.5958
TMUE_0000000195.1	1278	1086.76	49.915	34.7157
TMUE_0000000196.1	990	798.765	41.9375	39.6839
TMUE_0000000197.1	914	722.848	0	0
TMUE_0000000198.1	1623	1431.76	2	1.05582
TMUE_0000000199.1	1062	870.765	45.125	39.1694
TMUE_0000000200.1	357	196.928	276.436	1061.01
TMUE_0000000201.1	1050	858.765	0	0
TMUE_0000000202.1	2082	1890.76	192.174	76.8226
TMUE_0000000203.1	1272	1080.76	0	0
TMUE_0000000204.1	1074	882.765	0	0
TMUE_0000000205.1	1416	1224.76	0	0
TMUE_0000000206.1	2997	2805.76	128.154	34.5233
TMUE_0000000207.1	393	226.826	169.5	564.817
TMUE_0000000208.1	1593	1401.76	28	15.0978
TMUE_0000000209.1	2255	2063.76	24	8.78986
TMUE_0000000210.1	1092	900.765	64.5402	54.1564
TMUE_0000000211.1	1722	1530.76	29	14.3193
TMUE_0000000212.1	1107	915.765	21	17.3327
TMUE_0000000213.1	2025	1833.76	19.5	8.03752
TMUE_0000000214.1	840	649.183	59.5	69.2757
TMUE_0000000215.1	483	304.912	0	0
TMUE_0000000216.1	318	165.775	0	0
TMUE_0000000217.1	783	592.561	0	0
TMUE_0000000218.1	987	795.765	0	0
TMUE_0000000219.1	1152	960.765	0	0
TMUE_0000000220.1	972	780.765	2	1.93616
TMUE_0000000221.1	354	194.446	1.5	5.83073
TMUE_0000000222.1	2769	2577.76	0.5	0.146608
TMUE_0000000223.1	333	177.547	0	0
TMUE_0000000224.1	1371	1179.76	0	0
TMUE_0000000225.1	969	777.765	1	0.971813
TMUE_0000000226.1	369	206.941	1.5	5.47869
TMUE_0000000227.1	1005	813.765	0	0
TMUE_0000000228.1	399	231.854	0	0
TMUE_0000000229.1	423	251.961	0	0
TMUE_0000000230.1	426	254.649	49	145.44
TMUE_0000000231.1	780	589.627	0.5	0.640949
TMUE_0000000232.1	786	595.528	21.5	27.2877
TMUE_0000000233.1	1251	1059.76	0	0
TMUE_0000000234.1	1281	1089.76	69.5	48.204
TMUE_0000000235.1	837	646.219	4.5	5.26337
TMUE_0000000236.1	690	500.828	3.5	5.28214
TMUE_0000000237.1	681	492.159	0	0
TMUE_0000000238.1	252	117.69	0	0
TMUE_0000000239.1	690	500.828	17	25.6561
TMUE_0000000240.1	1728	1536.76	51	25.0838
TMUE_0000000241.1	213	91.7827	1	8.23513
TMUE_0000000242.1	1206	1014.76	0	0
TMUE_0000000243.1	1587	1395.76	3	1.62458
TMUE_0000000244.1	516	334.475	0	0
TMUE_0000000245.1	3312	3120.76	3	0.726593
TMUE_0000000246.1	354	194.446	2.5	9.71788
TMUE_0000000247.1	438	264.921	259.5	740.374
TMUE_0000000248.1	399	231.854	8	26.0799
TMUE_0000000249.1	3168	2976.76	0	0
TMUE_0000000250.1	759	568.787	11.5	15.282
TMUE_0000000251.1	930	738.808	3	3.06917
TMUE_0000000252.1	831	640.254	7	8.26374
TMUE_0000000253.1	1044	852.765	9.5	8.42025
TMUE_0000000254.1	2148	1956.76	0	0
TMUE_0000000255.1	633	445.351	20.114	34.1371
TMUE_0000000256.1	1245	1053.76	10.4339	7.48401
TMUE_0000000257.1	2550	2358.76	0	0
TMUE_0000000258.1	2232	2040.76	110.5	40.9261
TMUE_0000000259.1	369	206.941	0	0
TMUE_0000000260.1	603	416.57	0	0
TMUE_0000000261.1	525	342.806	0	0
TMUE_0000000262.1	786	595.528	0	0
TMUE_0000000263.1	2499	2307.76	0	0
TMUE_0000000264.1	4251	4059.76	14.5	2.69959
TMUE_0000000265.1	4023	3831.76	5.5	1.08491
