target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	90.2923	53.5	37.9244
TMUE_0000000002.1	2023	1847.1	51.3139	1.77812
TMUE_0000000002.2	1654	1478.1	30.7483	1.33148
TMUE_0000000002.3	1719	1543.1	33.2002	1.3771
TMUE_0000000002.4	1866	1690.1	162.983	6.17228
TMUE_0000000003.1	426	262.58	11.8086	2.87842
TMUE_0000000004.1	882	706.202	0	0
TMUE_0000000005.1	1455	1279.1	0	0
TMUE_0000000006.1	822	646.312	295.289	29.2429
TMUE_0000000007.1	1834	1658.1	377.418	14.569
TMUE_0000000008.1	216	96.3082	3	1.99376
TMUE_0000000009.1	1847	1671.1	207	7.92838
TMUE_0000000010.1	309	163.898	0.5	0.19526
TMUE_0000000011.1	399	238.809	0	0
TMUE_0000000012.1	2788	2612.1	42.5214	1.04192
TMUE_0000000013.1	1947	1771.1	317.346	11.4685
TMUE_0000000014.1	981	805.097	14	1.113
TMUE_0000000015.1	837	661.221	6	0.580792
TMUE_0000000016.1	5766	5590.1	122	1.39687
TMUE_0000000017.1	411	249.278	2	0.513525
TMUE_0000000018.1	1920	1744.1	101	3.70652
TMUE_0000000019.1	1539	1363.1	193	9.06247
TMUE_0000000020.1	906	730.162	0	0
TMUE_0000000021.1	1191	1015.1	218.658	13.7872
TMUE_0000000022.1	936	760.162	0	0
TMUE_0000000023.1	1302	1126.1	71.4737	4.06243
TMUE_0000000024.1	750	574.448	21.3333	2.37697
TMUE_0000000025.1	624	449.876	79.5	11.3107
TMUE_0000000026.1	2103	1927.1	17.5	0.581233
TMUE_0000000027.1	261	127.506	17.5	8.78464
TMUE_0000000028.1	510	340.037	1.15271	0.216975
TMUE_0000000029.1	2511	2335.1	92	2.52173
TMUE_0000000030.1	1065	889.097	146.5	10.5464
TMUE_0000000031.1	3423	3247.1	80	1.57692
TMUE_0000000032.1	1092	916.097	8.5	0.593873
TMUE_0000000033.1	2067	1891.1	4	0.135382
TMUE_0000000034.1	2802	2626.1	33.5	0.816489
TMUE_0000000035.1	363	208.126	0	0
TMUE_0000000036.1	4548	4372.1	256	3.74771
TMUE_0000000037.1	474	306.327	47	9.8204
TMUE_0000000038.1	3360	3184.1	230.35	4.6304
TMUE_0000000039.1	3426	3250.1	0	0
TMUE_0000000040.1	5470	5294.1	30.2348	0.365537
TMUE_0000000041.1	579	406.069	496.492	78.2581
TMUE_0000000042.1	957	781.097	919.5	75.3464
TMUE_0000000043.1	1824	1648.1	45.456	1.76532
TMUE_0000000044.1	1773	1597.1	4.33333	0.173663
TMUE_0000000045.1	240	112.593	25.3166	14.3916
TMUE_0000000046.1	499	329.872	77.8858	15.1123
TMUE_0000000047.1	876	700.202	0	0
TMUE_0000000048.1	3558	3382.1	114.775	2.17208
TMUE_0000000049.1	753	577.448	28.5267	3.16195
TMUE_0000000050.1	2397	2221.1	527.819	15.2102
TMUE_0000000051.1	2940	2764.1	241.808	5.5993
TMUE_0000000052.1	1839	1663.1	123.5	4.75297
TMUE_0000000053.1	759	583.448	39.5	4.33322
TMUE_0000000054.1	636	461.659	1.06578	0.147762
TMUE_0000000055.1	2781	2605.1	45.5	1.1179
TMUE_0000000056.1	7494	7318.1	112.846	0.986973
TMUE_0000000057.1	2472	2296.1	15.1305	0.421772
TMUE_0000000058.1	963	787.097	33.2536	2.70412
TMUE_0000000059.1	3198	3022.1	0	0
TMUE_0000000060.1	1815	1639.1	167.816	6.55306
TMUE_0000000061.1	1257	1081.1	80.5	4.76592
TMUE_0000000062.1	1719	1543.1	114	4.72855
TMUE_0000000063.1	264	129.693	0	0
TMUE_0000000064.1	1029	853.097	11	0.825297
TMUE_0000000065.1	3252	3076.1	452.68	9.41906
TMUE_0000000066.1	291	149.839	1.06648	0.45556
TMUE_0000000067.1	3102	2926.1	170.667	3.73315
TMUE_0000000068.1	345	193.141	472	156.417
TMUE_0000000069.1	2762	2586.1	407.818	10.0934
TMUE_0000000070.1	2424	2248.1	21.4319	0.610186
TMUE_0000000071.1	534	362.942	0	0
TMUE_0000000072.1	591	417.676	127.18	19.4893
TMUE_0000000073.1	3220	3044.1	23.7117	0.498563
TMUE_0000000073.2	2885	2709.1	75.8772	1.79268
TMUE_0000000074.1	531	360.075	6.92096	1.23024
TMUE_0000000075.1	9423	9247.1	554.385	3.83727
TMUE_0000000076.1	1065	889.097	66	4.75128
TMUE_0000000077.1	3715	3539.1	139.736	2.52716
TMUE_0000000078.1	2661	2485.1	50.1429	1.29146
TMUE_0000000079.1	6057	5881.1	100.384	1.09251
TMUE_0000000079.2	3097	2921.1	50.1308	1.09844
TMUE_0000000079.3	6874	6698.1	79.7832	0.762388
TMUE_0000000079.4	2542	2366.1	2.84527e-05	7.69673e-07
TMUE_0000000079.5	2576	2400.1	190.403	5.07762
TMUE_0000000079.6	2341	2165.1	87.8792	2.59791
TMUE_0000000080.1	246	116.695	0	0
TMUE_0000000081.1	1865	1689.1	116.718	4.42281
TMUE_0000000081.2	1598	1422.1	74.8186	3.36741
TMUE_0000000082.1	750	574.448	0	0
TMUE_0000000083.1	414	251.856	6.47452	1.6454
TMUE_0000000084.1	411	249.278	0	0
TMUE_0000000085.1	510	340.037	1	0.18823
TMUE_0000000086.1	240	112.593	0	0
TMUE_0000000087.1	642	467.542	0	0
TMUE_0000000088.1	1170	994.097	0.5	0.0321927
TMUE_0000000089.1	1233	1057.1	0.5	0.0302741
TMUE_0000000090.1	1257	1081.1	4.29007	0.253989
TMUE_0000000091.1	1287	1111.1	0.5	0.0288028
TMUE_0000000092.1	1698	1522.1	0	0
TMUE_0000000093.1	1383	1207.1	0	0
TMUE_0000000094.1	1977	1801.1	63.5	2.25659
TMUE_0000000095.1	906	730.162	21	1.84084
TMUE_0000000096.1	960	784.097	3.5	0.285703
TMUE_0000000097.1	1749	1573.1	87.0824	3.54316
TMUE_0000000098.1	1293	1117.1	135	7.73497
TMUE_0000000099.1	426	262.58	3	0.731267
TMUE_0000000100.1	1107	931.097	186.5	12.8203
TMUE_0000000101.1	363	208.126	2305	708.861
TMUE_0000000102.1	231	106.331	111	66.816
TMUE_0000000103.1	405	244.012	28.5	7.47567
TMUE_0000000104.1	489	320.444	5796	1157.69
TMUE_0000000105.1	954	778.119	343.5	28.2551
