target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	62.592	785.5	306.978
TMUE_0000000002.1	2023	1830.57	302.579	4.04326
TMUE_0000000002.2	1654	1461.57	56.5923	0.947147
TMUE_0000000002.3	1719	1526.57	3623.63	58.064
TMUE_0000000002.4	1866	1673.57	1131.03	16.5314
TMUE_0000000003.1	426	241.115	13.5811	1.37782
TMUE_0000000004.1	882	689.571	22.1275	0.784934
TMUE_0000000005.1	1455	1262.57	7.75395	0.150227
TMUE_0000000006.1	822	629.77	1214.14	47.1593
TMUE_0000000007.1	1834	1641.57	1582.25	23.5774
TMUE_0000000008.1	216	67.8845	45	16.2152
TMUE_0000000009.1	1847	1654.57	1528	22.5901
TMUE_0000000010.1	309	138.543	2.5	0.441403
TMUE_0000000011.1	399	215.955	0	0
TMUE_0000000012.1	2788	2595.57	291.928	2.7512
TMUE_0000000013.1	1947	1754.57	1432.71	19.9741
TMUE_0000000014.1	981	788.571	299.667	9.2956
TMUE_0000000015.1	837	644.77	31	1.17608
TMUE_0000000016.1	5766	5573.57	1346.88	5.91118
TMUE_0000000017.1	411	227.116	30	3.23113
TMUE_0000000018.1	1920	1727.57	947.5	13.416
TMUE_0000000019.1	1539	1346.57	7446	135.261
TMUE_0000000020.1	906	713.571	0	0
TMUE_0000000021.1	1191	998.571	41347.5	1012.86
TMUE_0000000022.1	936	743.571	299.5	9.85267
TMUE_0000000023.1	1302	1109.57	147.591	3.25375
TMUE_0000000024.1	750	558.01	236.667	10.3747
TMUE_0000000025.1	624	432.492	284	16.0628
TMUE_0000000026.1	2103	1910.57	96.5	1.2355
TMUE_0000000027.1	261	99.732	188	46.1108
TMUE_0000000028.1	510	321.246	7.57031	0.576442
TMUE_0000000029.1	2511	2318.57	490.5	5.17486
TMUE_0000000030.1	1065	872.571	226.495	6.34948
TMUE_0000000031.1	3423	3230.57	2788.5	21.114
TMUE_0000000032.1	1092	899.571	209.5	5.69676
TMUE_0000000033.1	2067	1874.57	0	0
TMUE_0000000034.1	2802	2609.57	16	0.149979
TMUE_0000000035.1	363	183.907	2	0.266019
TMUE_0000000036.1	4548	4355.57	3859.5	21.6753
TMUE_0000000037.1	474	286.349	2928	250.124
TMUE_0000000038.1	3360	3167.57	9323.25	71.9981
TMUE_0000000039.1	3426	3233.57	0	0
TMUE_0000000040.1	5470	5277.57	434.941	2.01593
TMUE_0000000041.1	579	388.253	1689.65	106.454
TMUE_0000000042.1	957	764.571	1174.5	37.5764
TMUE_0000000043.1	1824	1631.57	292.096	4.37924
TMUE_0000000044.1	1773	1580.57	288.667	4.46748
TMUE_0000000045.1	240	84.5946	128.349	37.1133
TMUE_0000000046.1	499	310.532	29370.4	2313.57
TMUE_0000000047.1	876	683.571	0	0
TMUE_0000000048.1	3558	3365.57	1477.88	10.7414
TMUE_0000000049.1	753	561.01	0	0
TMUE_0000000050.1	2397	2204.57	17251.2	191.415
TMUE_0000000051.1	2940	2747.57	1328.27	11.8255
TMUE_0000000052.1	1839	1646.57	1661.5	24.6831
TMUE_0000000053.1	759	567.01	99.5	4.29252
TMUE_0000000054.1	636	444.492	10.5666	0.5815
TMUE_0000000055.1	2781	2588.57	9	0.0850476
TMUE_0000000056.1	7494	7301.57	4.90924e-06	1.64467e-08
TMUE_0000000057.1	2472	2279.57	316.452	3.39574
