target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	90.9696	47	89.116
TMUE_0000000002.1	2023	1849.23	15.7201	1.46629
TMUE_0000000002.2	1654	1480.23	9.4058	1.09603
TMUE_0000000002.3	1719	1545.23	9.9737	1.11332
TMUE_0000000002.4	1866	1692.23	0	0
TMUE_0000000003.1	426	266.113	0	0
TMUE_0000000004.1	882	708.434	0	0
TMUE_0000000005.1	1455	1281.23	39.3069	5.29173
TMUE_0000000006.1	822	648.638	374.836	99.6767
TMUE_0000000007.1	1834	1660.23	185.782	19.3015
TMUE_0000000008.1	216	96.9172	0	0
TMUE_0000000009.1	1847	1673.23	13	1.34012
TMUE_0000000010.1	309	164.715	0	0
TMUE_0000000011.1	399	241.728	0	0
TMUE_0000000012.1	2788	2614.23	2.71257	0.178975
TMUE_0000000013.1	1947	1773.23	60.4754	5.88259
TMUE_0000000014.1	981	807.226	11	2.35045
TMUE_0000000015.1	837	663.572	0	0
TMUE_0000000016.1	5766	5592.23	6.37707	0.196694
TMUE_0000000017.1	411	252.566	0	0
TMUE_0000000018.1	1920	1746.23	105.5	10.4209
TMUE_0000000019.1	1539	1365.23	142	17.9406
TMUE_0000000020.1	906	732.343	0	0
TMUE_0000000021.1	1191	1017.23	86.7183	14.7044
TMUE_0000000022.1	936	762.286	3	0.678824
TMUE_0000000023.1	1302	1128.23	1	0.152883
TMUE_0000000024.1	750	577.057	77.3333	23.1154
TMUE_0000000025.1	624	453.087	67	25.5063
TMUE_0000000026.1	2103	1929.23	106	9.47713
TMUE_0000000027.1	261	128.145	0	0
TMUE_0000000028.1	510	343.6	0	0
TMUE_0000000029.1	2511	2337.23	80.5	5.94086
TMUE_0000000030.1	1065	891.226	116	22.4504
TMUE_0000000031.1	3423	3249.23	37	1.96416
TMUE_0000000032.1	1092	918.226	0	0
TMUE_0000000033.1	2067	1893.23	0	0
TMUE_0000000034.1	2802	2628.23	0.5	0.0328142
TMUE_0000000035.1	363	210.257	0	0
TMUE_0000000036.1	4548	4374.23	66.5	2.62225
TMUE_0000000037.1	474	309.998	70	38.9487
TMUE_0000000038.1	3360	3186.23	72.8489	3.94367
TMUE_0000000039.1	3426	3252.23	0	0
TMUE_0000000040.1	5470	5296.23	0.649229	0.0211439
TMUE_0000000041.1	579	409.452	129	54.3426
TMUE_0000000042.1	957	783.286	105	23.1219
TMUE_0000000043.1	1824	1650.23	33.2836	3.47889
TMUE_0000000044.1	1773	1599.23	6	0.647136
TMUE_0000000045.1	240	113.226	3	4.57014
TMUE_0000000046.1	499	333.227	9	4.6586
TMUE_0000000047.1	876	702.469	0.470705	0.115578
TMUE_0000000048.1	3558	3384.23	2.33965	0.119246
TMUE_0000000049.1	753	579.999	0	0
TMUE_0000000050.1	2397	2223.23	168.788	13.0952
TMUE_0000000051.1	2940	2766.23	65.4743	4.08261
TMUE_0000000052.1	1839	1665.23	146.5	15.1746
TMUE_0000000053.1	759	585.883	5	1.47202
TMUE_0000000054.1	636	464.845	1.20666	0.447746
TMUE_0000000055.1	2781	2607.23	2	0.132314
TMUE_0000000056.1	7494	7320.23	7.60821e-08	1.79272e-09
TMUE_0000000057.1	2472	2298.23	10.9047	0.818417
TMUE_0000000058.1	963	789.286	0	0
TMUE_0000000059.1	3198	3024.23	0	0
TMUE_0000000060.1	1815	1641.23	24.3056	2.55441
TMUE_0000000061.1	1257	1083.23	87	13.8533
TMUE_0000000062.1	1719	1545.23	180.5	20.1483
TMUE_0000000063.1	264	130.369	0	0
TMUE_0000000064.1	1029	855.226	0	0
TMUE_0000000065.1	3252	3078.23	323.452	18.1244
TMUE_0000000066.1	291	150.629	0	0
TMUE_0000000067.1	3102	2928.23	58.125	3.42383
TMUE_0000000068.1	345	194.748	1119	991.083
TMUE_0000000069.1	2762	2588.23	7.02959	0.46847
TMUE_0000000070.1	2424	2250.23	7.39584	0.566912
TMUE_0000000071.1	534	366.279	2851.54	1342.83
TMUE_0000000072.1	591	420.982	189.721	77.7332
TMUE_0000000073.1	3220	3046.23	81.8736	4.63592
TMUE_0000000073.2	2885	2711.23	0	0
TMUE_0000000074.1	531	363.417	0	0
TMUE_0000000075.1	9423	9249.23	10.1667	0.189595
TMUE_0000000076.1	1065	891.226	49.1944	9.52099
TMUE_0000000077.1	3715	3541.23	87.8782	4.28037
TMUE_0000000078.1	2661	2487.23	14.1429	0.98079
TMUE_0000000079.1	6057	5883.23	0	0
TMUE_0000000079.2	3097	2923.23	0	0
TMUE_0000000079.3	6874	6700.23	5.41661	0.139442
TMUE_0000000079.4	2542	2368.23	0.93912	0.0683994
TMUE_0000000079.5	2576	2402.23	110.791	7.95509
TMUE_0000000079.6	2341	2167.23	1.11527e-06	8.87626e-08
TMUE_0000000080.1	246	117.521	0	0
TMUE_0000000081.1	1865	1691.23	143.497	14.6351
TMUE_0000000081.2	1598	1424.23	17.2797	2.09272
TMUE_0000000082.1	750	577.057	105.562	31.5532
TMUE_0000000083.1	414	255.236	4.53015	3.06144
TMUE_0000000084.1	411	252.566	0	0
TMUE_0000000085.1	510	343.6	0	0
TMUE_0000000086.1	240	113.226	0	0
TMUE_0000000087.1	642	470.763	0	0
TMUE_0000000088.1	1170	996.226	3	0.519418
TMUE_0000000089.1	1233	1059.23	1.5	0.244262
TMUE_0000000090.1	1257	1083.23	0	0
TMUE_0000000091.1	1287	1113.23	88	13.6349
TMUE_0000000092.1	1698	1524.23	948.74	107.362
