target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	89.0266	9.5	69.8101
TMUE_0000000002.1	2023	1844.69	0	0
TMUE_0000000002.2	1654	1475.69	8.22873	3.64799
TMUE_0000000002.3	1719	1540.69	0	0
TMUE_0000000002.4	1866	1687.69	0	0
TMUE_0000000003.1	426	261.638	0	0
TMUE_0000000004.1	882	703.739	0	0
TMUE_0000000005.1	1455	1276.69	12	6.1491
TMUE_0000000006.1	822	643.893	92.7163	94.2013
TMUE_0000000007.1	1834	1655.69	117.734	46.5198
TMUE_0000000008.1	216	94.9114	0	0
TMUE_0000000009.1	1847	1668.69	11	4.31254
TMUE_0000000010.1	309	163.029	0	0
TMUE_0000000011.1	399	237.92	0	0
TMUE_0000000012.1	2788	2609.69	0	0
TMUE_0000000013.1	1947	1768.69	0	0
TMUE_0000000014.1	981	802.686	0	0
TMUE_0000000015.1	837	658.868	1	0.992924
TMUE_0000000016.1	5766	5587.69	9.55212	1.11836
TMUE_0000000017.1	411	248.512	0	0
TMUE_0000000018.1	1920	1741.69	62	23.2882
TMUE_0000000019.1	1539	1360.69	50.5	24.28
TMUE_0000000020.1	906	727.686	0	0
TMUE_0000000021.1	1191	1012.69	53.9912	34.8789
TMUE_0000000022.1	936	757.686	2	1.72685
TMUE_0000000023.1	1302	1123.69	0	0
TMUE_0000000024.1	750	572.167	2.33333	2.66789
TMUE_0000000025.1	624	447.963	29	42.3517
TMUE_0000000026.1	2103	1924.69	0.5	0.169951
TMUE_0000000027.1	261	126.672	1	5.16457
TMUE_0000000028.1	510	338.76	0	0
TMUE_0000000029.1	2511	2332.69	44	12.3399
TMUE_0000000030.1	1065	886.686	11.5	8.48482
TMUE_0000000031.1	3423	3244.69	4.5	0.907307
TMUE_0000000032.1	1092	913.686	0	0
TMUE_0000000033.1	2067	1888.69	0	0
TMUE_0000000034.1	2802	2623.69	0	0
TMUE_0000000035.1	363	206.85	0	0
TMUE_0000000036.1	4548	4369.69	20.5	3.06915
TMUE_0000000037.1	474	305.303	42.5	91.0694
TMUE_0000000038.1	3360	3181.69	57.6154	11.8467
TMUE_0000000039.1	3426	3247.69	0	0
TMUE_0000000040.1	5470	5291.69	9.87679	1.22106
TMUE_0000000041.1	579	404.236	53.187	86.0767
TMUE_0000000042.1	957	778.686	15	12.6021
TMUE_0000000043.1	1824	1645.69	16.4195	6.52721
TMUE_0000000044.1	1773	1594.69	0.333333	0.136747
TMUE_0000000045.1	240	111.52	2.54342	14.9203
TMUE_0000000046.1	499	328.453	9.92748	19.7734
TMUE_0000000047.1	876	697.792	0	0
TMUE_0000000048.1	3558	3379.69	4.71365	0.912421
TMUE_0000000049.1	753	575.167	0	0
TMUE_0000000050.1	2397	2218.69	102	30.0759
TMUE_0000000051.1	2940	2761.69	24.4164	5.78392
TMUE_0000000052.1	1839	1660.69	27.5	10.8333
TMUE_0000000053.1	759	581.145	0.5	0.562859
TMUE_0000000054.1	636	459.603	2	2.84683
TMUE_0000000055.1	2781	2602.69	0	0
TMUE_0000000056.1	7494	7315.69	0	0
TMUE_0000000057.1	2472	2293.69	19.3101	5.50764
TMUE_0000000058.1	963	784.686	0	0
TMUE_0000000059.1	3198	3019.69	0	0
TMUE_0000000060.1	1815	1636.69	0	0
TMUE_0000000061.1	1257	1078.69	27.5	16.6783
TMUE_0000000062.1	1719	1540.69	31.5	13.3755
TMUE_0000000063.1	264	128.865	0	0
TMUE_0000000064.1	1029	850.686	0	0
TMUE_0000000065.1	3252	3073.69	76.8889	16.3651
TMUE_0000000066.1	291	149.042	0	0
TMUE_0000000067.1	3102	2923.69	23.3333	5.22108
TMUE_0000000068.1	345	192.29	634	2156.99
TMUE_0000000069.1	2762	2583.69	0	0
TMUE_0000000070.1	2424	2245.69	0	0
TMUE_0000000071.1	534	361.234	0	0
TMUE_0000000072.1	591	415.862	73.1216	115.03
TMUE_0000000073.1	3220	3041.69	49.4595	10.6378
TMUE_0000000073.2	2885	2706.69	0	0
TMUE_0000000074.1	531	358.385	1	1.82543
TMUE_0000000075.1	9423	9244.69	24.1667	1.71017
TMUE_0000000076.1	1065	886.686	0	0
TMUE_0000000077.1	3715	3536.69	9.3469	1.72896
TMUE_0000000078.1	2661	2482.69	40.5294	10.6798
TMUE_0000000079.1	6057	5878.69	0	0
TMUE_0000000079.2	3097	2918.69	0	0
TMUE_0000000079.3	6874	6695.69	0	0
TMUE_0000000079.4	2542	2363.69	0	0
TMUE_0000000079.5	2576	2397.69	0	0
TMUE_0000000079.6	2341	2162.69	0	0
TMUE_0000000080.1	246	115.776	0	0
TMUE_0000000081.1	1865	1686.69	49.1846	19.077
TMUE_0000000081.2	1598	1419.69	23.9047	11.0155
TMUE_0000000082.1	750	572.167	0	0
