target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	81.5173	48.5	112.438
TMUE_0000000002.1	2023	1826.14	0	0
TMUE_0000000002.2	1654	1457.14	0	0
TMUE_0000000002.3	1719	1522.14	17.5395	2.17763
TMUE_0000000002.4	1866	1669.14	0	0
TMUE_0000000003.1	426	243.743	0	0
TMUE_0000000004.1	882	685.291	1	0.27577
TMUE_0000000005.1	1455	1258.14	49.7969	7.47987
TMUE_0000000006.1	822	625.339	404.039	122.104
TMUE_0000000007.1	1834	1637.14	99.7761	11.5176
TMUE_0000000008.1	216	86.9799	0.5	1.08636
TMUE_0000000009.1	1847	1650.14	15	1.71788
TMUE_0000000010.1	309	149.361	0	0
TMUE_0000000011.1	399	220.669	0	0
TMUE_0000000012.1	2788	2591.14	3.06915	0.223845
TMUE_0000000013.1	1947	1750.14	27.4472	2.96379
TMUE_0000000014.1	981	784.183	3.5	0.843476
TMUE_0000000015.1	837	640.308	0	0
TMUE_0000000016.1	5766	5569.14	0	0
TMUE_0000000017.1	411	230.926	0	0
TMUE_0000000018.1	1920	1723.14	38.5	4.22242
TMUE_0000000019.1	1539	1342.14	104.5	14.7143
TMUE_0000000020.1	906	709.256	0	0
TMUE_0000000021.1	1191	994.143	119.463	22.7094
TMUE_0000000022.1	936	739.22	4	1.02261
TMUE_0000000023.1	1302	1105.14	3	0.513009
TMUE_0000000024.1	750	553.646	75.6667	25.8282
TMUE_0000000025.1	624	428.992	86.5	38.1056
TMUE_0000000026.1	2103	1906.14	26.5	2.62732
TMUE_0000000027.1	261	115.809	1	1.63185
TMUE_0000000028.1	510	319.602	0	0
TMUE_0000000029.1	2511	2314.14	57	4.65486
TMUE_0000000030.1	1065	868.143	132	28.7346
TMUE_0000000031.1	3423	3226.14	32	1.87451
TMUE_0000000032.1	1092	895.143	0	0
TMUE_0000000033.1	2067	1870.14	0.5	0.0505263
TMUE_0000000034.1	2802	2605.14	0	0
