target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	89.7168	61.5	167.694
TMUE_0000000002.1	2023	1847.28	12.1532	1.60944
TMUE_0000000002.2	1654	1478.28	11.0963	1.83627
TMUE_0000000002.3	1719	1543.28	126.338	20.0265
TMUE_0000000002.4	1866	1690.28	0	0
TMUE_0000000003.1	426	263.74	0	0
TMUE_0000000004.1	882	706.351	2.97608	1.03072
TMUE_0000000005.1	1455	1279.28	1	0.191227
TMUE_0000000006.1	822	646.568	869.946	329.151
TMUE_0000000007.1	1834	1658.28	247.585	36.5244
TMUE_0000000008.1	216	95.6605	0	0
TMUE_0000000009.1	1847	1671.28	20	2.9275
TMUE_0000000010.1	309	164.563	0	0
TMUE_0000000011.1	399	239.735	0	0
TMUE_0000000012.1	2788	2612.28	8.70093	0.814822
TMUE_0000000013.1	1947	1771.28	38.3712	5.29949
TMUE_0000000014.1	981	805.285	6.5	1.97461
TMUE_0000000015.1	837	661.483	2	0.739653
TMUE_0000000016.1	5766	5590.28	47.6079	2.08335
TMUE_0000000017.1	411	250.285	0.5	0.488712
TMUE_0000000018.1	1920	1744.28	161.5	22.6502
TMUE_0000000019.1	1539	1363.28	174.5	31.3131
TMUE_0000000020.1	906	730.351	0	0
TMUE_0000000021.1	1191	1015.28	350	84.3328
TMUE_0000000022.1	936	760.335	0	0
TMUE_0000000023.1	1302	1126.28	16.8	3.64904
TMUE_0000000024.1	750	574.841	47	20.0017
TMUE_0000000025.1	624	450.607	43.5	23.6161
TMUE_0000000026.1	2103	1927.28	9.5	1.20585
TMUE_0000000027.1	261	127.769	3.5	6.70133
TMUE_0000000028.1	510	340.803	0	0
TMUE_0000000029.1	2511	2335.28	58	6.07583
TMUE_0000000030.1	1065	889.285	14.5	3.98882
TMUE_0000000031.1	3423	3247.28	53.5	4.03042
TMUE_0000000032.1	1092	916.285	14.5	3.87128
TMUE_0000000033.1	2067	1891.28	1.5	0.194022
TMUE_0000000034.1	2802	2626.28	1	0.0931484
TMUE_0000000035.1	363	208.764	0	0
TMUE_0000000036.1	4548	4372.28	212.5	11.8896
TMUE_0000000037.1	474	307.38	14.5	11.5401
TMUE_0000000038.1	3360	3184.28	230.851	17.7353
TMUE_0000000039.1	3426	3250.28	0	0
TMUE_0000000040.1	5470	5294.28	5.02549	0.232214
TMUE_0000000041.1	579	406.791	208.181	125.195
TMUE_0000000042.1	957	781.319	98.5	30.8407
TMUE_0000000043.1	1824	1648.28	4.83719	0.717923
TMUE_0000000044.1	1773	1597.28	1.33333	0.204208
TMUE_0000000045.1	240	112.336	1	2.1777
TMUE_0000000046.1	499	330.381	97.0418	71.8555
TMUE_0000000047.1	876	700.366	0	0
TMUE_0000000048.1	3558	3382.28	24.3787	1.76327
TMUE_0000000049.1	753	577.841	0	0
TMUE_0000000050.1	2397	2221.28	384.386	42.3332
TMUE_0000000051.1	2940	2764.28	176.244	15.5972
TMUE_0000000052.1	1839	1663.28	29	4.26529
TMUE_0000000053.1	759	583.829	1	0.419017
TMUE_0000000054.1	636	462.332	0.5	0.264566
TMUE_0000000055.1	2781	2605.28	0	0
TMUE_0000000056.1	7494	7318.28	0	0
TMUE_0000000057.1	2472	2296.28	4.10965	0.43782
TMUE_0000000058.1	963	787.319	12.4185	3.85866
TMUE_0000000059.1	3198	3022.28	0	0
TMUE_0000000060.1	1815	1639.28	174.343	26.0176
TMUE_0000000061.1	1257	1081.28	95	21.4932
TMUE_0000000062.1	1719	1543.28	267	42.3236
TMUE_0000000063.1	264	130.09	0	0
TMUE_0000000064.1	1029	853.285	1	0.286697
TMUE_0000000065.1	3252	3076.28	154.157	12.259
TMUE_0000000066.1	291	150.527	0.771294	1.2535
TMUE_0000000067.1	3102	2926.28	66.6667	5.57326
TMUE_0000000068.1	345	193.698	279.5	353
TMUE_0000000069.1	2762	2586.28	0	0
TMUE_0000000070.1	2424	2248.28	0	0
TMUE_0000000071.1	534	363.532	0	0
TMUE_0000000072.1	591	418.505	143.135	83.6682
TMUE_0000000073.1	3220	3044.28	143.336	11.5183
TMUE_0000000073.2	2885	2709.28	0	0
TMUE_0000000074.1	531	360.642	0	0
TMUE_0000000075.1	9423	9247.28	236.29	6.25098
TMUE_0000000076.1	1065	889.285	45.8182	12.6042
TMUE_0000000077.1	3715	3539.28	50.0567	3.4599
TMUE_0000000078.1	2661	2485.28	53.55	5.27109
TMUE_0000000079.1	6057	5881.28	18.4051	0.765567
TMUE_0000000079.2	3097	2921.28	10.664	0.893021
TMUE_0000000079.3	6874	6698.28	55.4427	2.02487
TMUE_0000000079.4	2542	2366.28	93.6727	9.68418
TMUE_0000000079.5	2576	2400.28	171.841	17.5138
TMUE_0000000079.6	2341	2165.28	0	0
TMUE_0000000080.1	246	116.708	0	0
TMUE_0000000081.1	1865	1689.28	95.0601	13.7662
