target_id	length	eff_length	est_counts	tpm
TMUE_0000000001.1	207	93.4849	16.5	126.936
TMUE_0000000002.1	2023	1865.05	2.78742	1.07486
TMUE_0000000002.2	1654	1496.05	0	0
TMUE_0000000002.3	1719	1561.05	0	0
TMUE_0000000002.4	1866	1708.05	0	0
TMUE_0000000003.1	426	276.008	0	0
TMUE_0000000004.1	882	724.126	0	0
TMUE_0000000005.1	1455	1297.05	4	2.21791
TMUE_0000000006.1	822	664.213	24.3425	26.3572
TMUE_0000000007.1	1834	1676.05	65.9921	28.3169
TMUE_0000000008.1	216	99.956	0.5	3.59751
TMUE_0000000009.1	1847	1689.05	21	8.94166
TMUE_0000000010.1	309	171.525	0	0
TMUE_0000000011.1	399	250.812	0	0
TMUE_0000000012.1	2788	2630.05	0	0
TMUE_0000000013.1	1947	1789.05	25.8101	10.3755
TMUE_0000000014.1	981	823.103	10	8.7375
TMUE_0000000015.1	837	679.149	0	0
TMUE_0000000016.1	5766	5608.05	21.227	2.72219
TMUE_0000000017.1	411	261.896	0	0
TMUE_0000000018.1	1920	1762.05	34	13.8772
TMUE_0000000019.1	1539	1381.05	35.5	18.4867
TMUE_0000000020.1	906	748.103	0	0
TMUE_0000000021.1	1191	1033.05	52.1424	36.3004
TMUE_0000000022.1	936	778.103	0	0
TMUE_0000000023.1	1302	1144.05	1	0.628632
TMUE_0000000024.1	750	592.314	5	6.07099
TMUE_0000000025.1	624	466.959	13	20.0219
TMUE_0000000026.1	2103	1945.05	0	0
TMUE_0000000027.1	261	132.955	1	5.40924
TMUE_0000000028.1	510	355.674	0	0
TMUE_0000000029.1	2511	2353.05	32.5	9.9333
TMUE_0000000030.1	1065	907.05	8.5	6.73952
TMUE_0000000031.1	3423	3265.05	19.5	4.29523
TMUE_0000000032.1	1092	934.05	0	0
TMUE_0000000033.1	2067	1909.05	0	0
TMUE_0000000034.1	2802	2644.05	0	0
TMUE_0000000035.1	363	218.377	0	0
TMUE_0000000036.1	4548	4390.05	19.5	3.19453
TMUE_0000000037.1	474	321.168	38	85.0928
TMUE_0000000038.1	3360	3202.05	64	14.3745
TMUE_0000000039.1	3426	3268.05	0	0
TMUE_0000000040.1	5470	5312.05	0	0
TMUE_0000000041.1	579	422.781	46	78.2499
TMUE_0000000042.1	957	799.103	13.5	12.1499
TMUE_0000000043.1	1824	1666.05	23.7726	10.2619
TMUE_0000000044.1	1773	1615.05	0.333333	0.148434
TMUE_0000000045.1	240	117.298	0	0
TMUE_0000000046.1	499	345.092	11.3053	23.5607
TMUE_0000000047.1	876	718.126	0	0
TMUE_0000000048.1	3558	3400.05	0	0
TMUE_0000000049.1	753	595.314	0	0
TMUE_0000000050.1	2397	2239.05	166	53.3194
TMUE_0000000051.1	2940	2782.05	0	0
TMUE_0000000052.1	1839	1681.05	23	9.83985
TMUE_0000000053.1	759	601.295	1	1.19606
TMUE_0000000054.1	636	478.883	0	0
TMUE_0000000055.1	2781	2623.05	2	0.548359
TMUE_0000000056.1	7494	7336.05	0.00123162	0.000120741
TMUE_0000000057.1	2472	2314.05	2.96455	0.921356
TMUE_0000000058.1	963	805.103	0	0
TMUE_0000000059.1	3198	3040.05	0	0
TMUE_0000000060.1	1815	1657.05	25.2157	10.944
TMUE_0000000061.1	1257	1099.05	24	15.7049
TMUE_0000000062.1	1719	1561.05	62	28.5638
TMUE_0000000063.1	264	135.309	0	0
TMUE_0000000064.1	1029	871.05	0	0
TMUE_0000000065.1	3252	3094.05	20.8696	4.85096
TMUE_0000000066.1	291	156.7	0	0
